variant_code,product_code,sku,unit_code,packaging_size,is_default,is_sell_default
P004525-V3,P004525,00010235,UNIT000008,10 Viên,true,true
P004526-V1,P004526,00010098,UNIT000012,Tuýp x 30g,true,true
P004527-V1,P004527,00009734,UNIT000012,Tuýp x 15g,true,true
P004528-V1,P004528,00008427,UNIT000012,Tuýp x 10g,true,true
P004529-V1,P004529,00007134,UNIT000012,Tuýp x 10g,true,true
P004530-V1,P004530,00006124,UNIT000012,Tuýp x 80g,true,true
P004531-V1,P004531,00005848,UNIT000012,Tuýp x 5g,true,true
P004532-V1,P004532,00005359,UNIT000012,Tuýp x 20g,true,true
P004533-V1,P004533,00004900,UNIT000012,Tuýp x 20g,true,true
P004534-V1,P004534,00004579,UNIT000012,Tuýp x 15g,true,true
P004535-V1,P004535,00003768,UNIT000012,Tuýp x 20g,true,true
P004536-V1,P004536,00003767,UNIT000012,Tuýp x 10g,true,true
P004537-V1,P004537,00003554,UNIT000012,Tuýp x 10g,true,true
P004538-V1,P004538,00001220,UNIT000012,Tuýp x 10g,true,true
P004539-V1,P004539,00000791,UNIT000012,Tuýp x 10g,true,true
P004540-V1,P004540,00000569,UNIT000012,Tuýp x 30g,true,true
P004541-V1,P004541,00015214,UNIT000012,Tuýp x 15g,true,true
P004542-V1,P004542,00007329,UNIT000001,Hộp 10 Gói x 10 Gói lẻ x 1g,true,false
P004542-V2,P004542,00007329,UNIT000009,10 Gói x 10 Gói lẻ x 1g,true,true
P004542-V3,P004542,00007329,UNIT000022,10 Gói lẻ x 1g,true,false
P004543-V1,P004543,00002801,UNIT000012,Tuýp x 10g,true,true
P004544-V1,P004544,00002743,UNIT000012,Tuýp x 10g,true,true
P004545-V1,P004545,00000486,UNIT000012,Tuýp x 18g,true,true
P004546-V1,P004546,00016613,UNIT000012,Tuýp x 10g,true,true
P004547-V1,P004547,00017718,UNIT000012,Tuýp x 10g,true,true
P004548-V1,P004548,00017937,UNIT000012,Tuýp x 10g,true,true
P004549-V1,P004549,00018499,UNIT000001,Hộp x 10g,true,true
P004550-V1,P004550,00018686,UNIT000001,Hộp x 15g,true,true
P004551-V1,P004551,00020124,UNIT000001,Hộp x 10g,true,true
P004552-V1,P004552,00020574,UNIT000012,Tuýp x 10g,true,true
P004553-V1,P004553,00020767,UNIT000012,Tuýp x 10g,true,true
P004554-V1,P004554,00021144,UNIT000012,Tuýp x 10g,true,true
P004555-V1,P004555,00021227,UNIT000012,Tuýp x 15g,true,true
P004556-V1,P004556,00021683,UNIT000012,Tuýp x 10g,true,true
P004557-V1,P004557,00022361,UNIT000001,Hộp x 10g,true,true
P004558-V1,P004558,00027743,UNIT000012,Tuýp x 10g,true,true
P004559-V1,P004559,00027602,UNIT000001,Hộp x 10g,true,true
P004560-V1,P004560,00028987,UNIT000012,Tuýp x 15g,true,true
P004561-V1,P004561,00029629,UNIT000012,Tuýp x 10g,true,true
P004562-V1,P004562,00030571,UNIT000001,Hộp x 5g,true,true
P004563-V1,P004563,00030734,UNIT000012,Tuýp x 15g,true,true
P004564-V1,P004564,00030930,UNIT000012,Tuýp x 10g,true,true
P004565-V1,P004565,00030915,UNIT000001,Hộp x 100ml,true,true
P004566-V1,P004566,00031200,UNIT000001,Hộp 1 Tuýp x 10g,true,true
P004567-V1,P004567,00031137,UNIT000012,Tuýp x 10g,true,true
P004568-V1,P004568,00031344,UNIT000001,Hộp 1 Tuýp x 10g,true,true
P004569-V1,P004569,00031718,UNIT000001,Hộp x 15g,true,true
P004570-V1,P004570,00031713,UNIT000001,Hộp x 10g,true,true
P004571-V1,P004571,00031851,UNIT000012,Tuýp x 15g,true,true
P004572-V1,P004572,00032605,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004572-V2,P004572,00032605,UNIT000003,3 Vỉ x 10 Viên,true,false
P004572-V3,P004572,00032605,UNIT000008,10 Viên,true,true
P004573-V1,P004573,00032607,UNIT000012,Tuýp x 10g,true,true
P004574-V1,P004574,00010621,UNIT000002,Chai x 25ml,true,true
P004575-V1,P004575,00004207,UNIT000012,Tuýp x 15g,true,true
P004576-V1,P004576,00002196,UNIT000012,Tuýp x 30g,true,true
P004577-V1,P004577,00000498,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004577-V2,P004577,00000498,UNIT000003,3 Vỉ x 10 Viên,true,false
P004577-V3,P004577,00000498,UNIT000008,10 Viên,true,true
P004578-V1,P004578,00000497,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004578-V2,P004578,00000497,UNIT000003,3 Vỉ x 10 Viên,true,false
P004578-V3,P004578,00000497,UNIT000008,10 Viên,true,true
P004579-V1,P004579,00015958,UNIT000001,Hộp 10 Tuýp x 20g,true,false
P004579-V2,P004579,00015958,UNIT000012,10 Tuýp x 20g,true,true
P004580-V1,P004580,00028851,UNIT000001,Hộp x 15g,true,true
P004581-V1,P004581,00500595,UNIT000001,Hộp 1 Tuýp x 15g,true,true
P004582-V1,P004582,00021462,UNIT000012,Tuýp x 15g,true,true
P004583-V1,P004583,00028591,UNIT000012,Tuýp x 15g,true,true
P004584-V1,P004584,00044166,UNIT000001,Hộp x 8g,true,true
P004585-V1,P004585,00040350,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004585-V2,P004585,00040350,UNIT000003,3 Vỉ x 10 Viên,true,false
P004585-V3,P004585,00040350,UNIT000008,10 Viên,true,true
P004586-V1,P004586,00039387,UNIT000001,Hộp x 15g,true,true
P004587-V1,P004587,00039170,UNIT000012,Tuýp x 15g,true,true
P004588-V1,P004588,00038397,UNIT000001,Hộp x 10g,true,true
P004589-V1,P004589,00502859,UNIT000012,Tuýp x 15g,true,true
P004590-V1,P004590,00502220,UNIT000001,Hộp x 15g,true,true
P004591-V1,P004591,00501094,UNIT000012,Tuýp x 15g,true,true
P004592-V1,P004592,00500963,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P004592-V2,P004592,00500963,UNIT000003,6 Vỉ x 10 Viên,true,false
P004592-V3,P004592,00500963,UNIT000008,10 Viên,true,true
P004593-V1,P004593,00500760,UNIT000001,Hộp 12 Gói,true,true
P004593-V2,P004593,00500760,UNIT000009,12 Gói,true,false
P004594-V1,P004594,00500655,UNIT000001,Hộp,true,true
P004595-V1,P004595,00010289,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004595-V2,P004595,00010289,UNIT000003,3 Vỉ x 10 Viên,true,false
P004595-V3,P004595,00010289,UNIT000008,10 Viên,true,true
P004596-V1,P004596,00008261,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004596-V2,P004596,00008261,UNIT000003,3 Vỉ x 10 Viên,true,false
P004596-V3,P004596,00008261,UNIT000008,10 Viên,true,true
P004597-V1,P004597,00007378,UNIT000002,Chai x 6g,true,true
P004598-V1,P004598,00007239,UNIT000012,Tuýp x 30g,true,true
P004599-V1,P004599,00007133,UNIT000012,Tuýp x 10g,true,true
P004600-V1,P004600,00007086,UNIT000012,Tuýp x 5g,true,true
P004601-V1,P004601,00006215,UNIT000012,Tuýp x 10g,true,true
P004602-V1,P004602,00006059,UNIT000012,Tuýp x 15g,true,true
P004603-V1,P004603,00005846,UNIT000012,Tuýp x 10g,true,true
P004604-V1,P004604,00004996,UNIT000012,Tuýp x 10g,true,true
P004605-V1,P004605,00003113,UNIT000012,Tuýp x 5g,true,true
P004606-V1,P004606,00001547,UNIT000012,Tuýp x 20g,true,true
P004607-V1,P004607,00001203,UNIT000012,Tuýp x 15g,true,true
P004608-V1,P004608,00001202,UNIT000012,Tuýp x 15g,true,true
P004609-V1,P004609,00000914,UNIT000012,Tuýp x 15g,true,true
P004610-V1,P004610,00015303,UNIT000012,Tuýp x 15g,true,true
P004611-V1,P004611,00007518,UNIT000012,Tuýp x 10g,true,true
P004612-V1,P004612,00005341,UNIT000002,Chai x 50ml,true,true
P004613-V1,P004613,00003111,UNIT000001,Hộp x 15g,true,true
P004614-V1,P004614,00018012,UNIT000012,Tuýp x 3.5g,true,true
P004615-V1,P004615,00018145,UNIT000012,Tuýp x 10g,true,true
P004616-V1,P004616,00018857,UNIT000001,Hộp x 60ml,true,true
P004617-V1,P004617,00020452,UNIT000012,Tuýp x 10g,true,true
P004618-V1,P004618,00020297,UNIT000012,Tuýp x 10g,true,true
P004619-V1,P004619,00021189,UNIT000001,Hộp 3 Gói,true,false
P004619-V2,P004619,00021189,UNIT000009,3 Gói,true,true
P004620-V1,P004620,00022227,UNIT000012,Tuýp x 10g,true,true
P004621-V1,P004621,00027465,UNIT000002,Chai x 1000ml,true,true
P004622-V1,P004622,00027894,UNIT000012,Tuýp x 10g,true,true
P004623-V1,P004623,00027960,UNIT000012,Tuýp x 10g,true,true
P004624-V1,P004624,00028602,UNIT000005,Lốc 10 Chai x 60ml,true,false
P004624-V2,P004624,00028602,UNIT000002,10 Chai x 60ml,true,true
P004625-V1,P004625,00028691,UNIT000012,Tuýp x 4g,true,true
P004626-V1,P004626,00031632,UNIT000012,Tuýp x 15g,true,true
P004627-V1,P004627,00032609,UNIT000012,Tuýp x 10g,true,true
P004628-V1,P004628,00503839,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004628-V2,P004628,00503839,UNIT000003,3 Vỉ x 10 Viên,true,false
P004628-V3,P004628,00503839,UNIT000008,10 Viên,true,true
P004629-V1,P004629,00503531,UNIT000001,Hộp 1 Tuýp x 10g,true,true
P004630-V1,P004630,00502982,UNIT000012,Tuýp x 10g,true,true
P004631-V1,P004631,00502570,UNIT000001,Hộp x 8g,true,true
P004632-V1,P004632,00033810,UNIT000001,Hộp x 15g,true,true
P004633-V1,P004633,00011350,UNIT000002,Chai x 12ml,true,true
P004634-V1,P004634,00010451,UNIT000002,Chai x 15ml,true,true
P004635-V1,P004635,00005261,UNIT000012,Tuýp x 10g,true,true
P004636-V1,P004636,00004578,UNIT000012,Tuýp x 15g,true,true
P004637-V1,P004637,00002470,UNIT000012,Tuýp x 15g,true,true
P004638-V1,P004638,00002347,UNIT000012,Tuýp x 15g,true,true
P004639-V1,P004639,00002345,UNIT000012,Tuýp x 10g,true,true
P004640-V1,P004640,00002198,UNIT000012,Tuýp x 10g,true,true
P004641-V1,P004641,00002085,UNIT000002,Chai x 8g,true,true
P004642-V1,P004642,00002057,UNIT000002,Chai x 18ml,true,true
P004643-V1,P004643,00001039,UNIT000012,Tuýp x 15g,true,true
P004644-V1,P004644,00016520,UNIT000012,Tuýp x 15g,true,true
P004645-V1,P004645,00016000,UNIT000002,Chai x 18ml,true,true
P004646-V1,P004646,00015944,UNIT000001,Hộp x 20ml,true,true
P004647-V1,P004647,00009755,UNIT000004,Thùng 100 Chai x 60ml,true,false
P004647-V2,P004647,00009755,UNIT000002,100 Chai x 60ml,true,true
P004648-V1,P004648,00004615,UNIT000002,Chai x 60ml,true,true
P004649-V1,P004649,00002839,UNIT000012,Tuýp x 10g,true,true
P004650-V1,P004650,00016615,UNIT000001,Hộp 50 Gói x 5g,true,true
P004650-V2,P004650,00016615,UNIT000009,50 Gói x 5g,true,false
P004651-V1,P004651,00017020,UNIT000012,Tuýp x 5g,true,true
P004652-V1,P004652,00017752,UNIT000012,Tuýp x 15g,true,true
P004653-V1,P004653,00017936,UNIT000012,Tuýp x 10g,true,true
P004654-V1,P004654,00018288,UNIT000001,Hộp x 15g,true,true
P004655-V1,P004655,00018841,UNIT000002,Chai x 20ml,true,true
P004656-V1,P004656,00022556,UNIT000001,Hộp x 8g,true,true
P004657-V1,P004657,00027998,UNIT000002,Chai x 60ml,true,true
P004658-V1,P004658,00028481,UNIT000012,Tuýp x 15g,true,true
P004659-V1,P004659,00028551,UNIT000002,Chai x 8g,true,true
P004660-V1,P004660,00029882,UNIT000001,Hộp x 4g,true,true
P004661-V1,P004661,00031119,UNIT000001,Hộp 1 Tuýp x 10g,true,true
P004662-V1,P004662,00010046,UNIT000001,Hộp 10 Cái x 3g,true,false
P004662-V2,P004662,00010046,UNIT000014,10 Cái x 3g,true,true
P004663-V1,P004663,00033095,UNIT000001,Hộp x 16g,true,true
P004664-V1,P004664,00002233,UNIT000002,Chai x 24ml,true,true
P004665-V1,P004665,00022168,UNIT000002,Chai x 6ml,true,true
P004666-V1,P004666,00002249,UNIT000001,Hộp 12 Chai x 25ml,true,false
P004666-V2,P004666,00002249,UNIT000002,12 Chai x 25ml,true,true
P004667-V1,P004667,00050178,UNIT000001,Hộp 6 Lọ x 17g,true,false
P004667-V2,P004667,00050178,UNIT000007,6 Lọ x 17g,true,true
P004668-V1,P004668,00049164,UNIT000001,Hộp 15 Gói x 2 Miếng,true,false
P004668-V2,P004668,00049164,UNIT000009,15 Gói x 2 Miếng,true,true
P004669-V1,P004669,00044958,UNIT000001,Hộp 8 Gói x 3 Miếng,true,false
P004669-V2,P004669,00044958,UNIT000009,8 Gói x 3 Miếng,true,true
P004670-V1,P004670,00009915,UNIT000001,Hộp 5 Miếng,true,true
P004670-V2,P004670,00009915,UNIT000015,5 Miếng,true,false
P004671-V1,P004671,00009602,UNIT000012,Tuýp x 30g,true,true
P004672-V1,P004672,00002254,UNIT000002,Chai x 60ml,true,true
P004673-V1,P004673,00002226,UNIT000002,Chai x 60ml,true,true
P004674-V1,P004674,00001560,UNIT000001,Hộp 12 Chai x 20g,true,false
P004674-V2,P004674,00001560,UNIT000002,12 Chai x 20g,true,true
P004675-V1,P004675,00009795,UNIT000001,Hộp 2 Miếng,true,true
P004675-V2,P004675,00009795,UNIT000015,2 Miếng,true,false
P004676-V1,P004676,00009715,UNIT000002,Chai x 100ml,true,true
P004677-V1,P004677,00002699,UNIT000001,Hộp 20 Gói,true,false
P004677-V2,P004677,00002699,UNIT000009,20 Gói,true,true
P004678-V1,P004678,00002262,UNIT000001,Hộp 6 Chai x 7ml,true,false
P004678-V2,P004678,00002262,UNIT000002,6 Chai x 7ml,true,true
P004679-V1,P004679,00002261,UNIT000001,Hộp 12 Chai x 3ml,true,false
P004679-V2,P004679,00002261,UNIT000002,12 Chai x 3ml,true,true
P004680-V1,P004680,00017084,UNIT000001,Hộp 2 Gói x 10 Miếng,true,true
P004680-V2,P004680,00017084,UNIT000009,2 Gói x 10 Miếng,true,false
P004681-V1,P004681,00030776,UNIT000009,Gói 1 Lọ x 3g,true,true
P004682-V1,P004682,00500953,UNIT000001,Hộp 24 Gói x 10 Miếng,true,true
P004682-V2,P004682,00500953,UNIT000009,24 Gói x 10 Miếng,true,false
P004683-V1,P004683,00033096,UNIT000001,Hộp x 10ml,true,true
P004684-V1,P004684,00009700,UNIT000001,Hộp 12 Chai x 24ml,true,false
P004684-V2,P004684,00009700,UNIT000002,12 Chai x 24ml,true,true
P004685-V1,P004685,00021623,UNIT000002,Chai x 19.4g,true,true
P004686-V1,P004686,00503461,UNIT000001,Hộp x 30g,true,true
P004687-V1,P004687,00500746,UNIT000001,Hộp 12 Túi x 3 Miếng,true,false
P004687-V2,P004687,00500746,UNIT000011,12 Túi x 3 Miếng,true,true
P004688-V1,P004688,00500745,UNIT000001,Hộp 12 Túi x 3 Miếng,true,false
P004688-V2,P004688,00500745,UNIT000011,12 Túi x 3 Miếng,true,true
P004689-V1,P004689,00009920,UNIT000002,Chai x 50ml,true,true
P004690-V1,P004690,00009914,UNIT000001,Hộp 3 Miếng,true,true
P004690-V2,P004690,00009914,UNIT000015,3 Miếng,true,false
P004691-V1,P004691,00009713,UNIT000001,Hộp x 60ml,true,true
P004692-V1,P004692,00009621,UNIT000002,Chai x 85ml,true,true
P004693-V1,P004693,00008355,UNIT000001,Hộp 20 Gói,true,false
P004693-V2,P004693,00008355,UNIT000009,20 Gói,true,true
P004694-V1,P004694,00002248,UNIT000002,Chai x 15ml,true,true
P004695-V1,P004695,00002061,UNIT000002,Chai x 50ml,true,true
P004696-V1,P004696,00008165,UNIT000005,Lốc 12 Hộp x 20g,true,false
P004696-V2,P004696,00008165,UNIT000001,12 Hộp x 20g,true,true
P004697-V1,P004697,00002267,UNIT000001,Hộp 12 Chai x 12ml,true,false
P004697-V2,P004697,00002267,UNIT000002,12 Chai x 12ml,true,true
P004698-V1,P004698,00002241,UNIT000001,Hộp 12 Chai x 3ml,true,false
P004698-V2,P004698,00002241,UNIT000002,12 Chai x 3ml,true,true
P004699-V1,P004699,00021372,UNIT000002,Chai x 3ml,true,true
P004700-V1,P004700,00021626,UNIT000002,Chai x 30g,true,true
P004701-V1,P004701,00021625,UNIT000002,Chai x 19.4g,true,true
P004702-V1,P004702,00021624,UNIT000002,Chai x 30g,true,true
P004703-V1,P004703,00031441,UNIT000002,Chai x 118ml,true,true
P004704-V1,P004704,00031795,UNIT000001,Hộp 12 Lọ x 8g,true,false
P004704-V2,P004704,00031795,UNIT000007,12 Lọ x 8g,true,true
P004705-V1,P004705,00051348,UNIT000010,Bịch 12 Gói x 3 Miếng,true,false
P004705-V2,P004705,00051348,UNIT000009,12 Gói x 3 Miếng,true,true
P004706-V1,P004706,00049459,UNIT000001,Hộp 5 Hộp lẻ x 4 Gói,true,false
P004706-V2,P004706,00049459,UNIT000023,5 Hộp lẻ x 4 Gói,true,false
P004706-V3,P004706,00049459,UNIT000009,4 Gói,true,true
P004707-V1,P004707,00013948,UNIT000002,Chai x 57ml,true,true
P004708-V1,P004708,00013487,UNIT000001,Hộp 12 Chai x 40g,true,false
P004708-V2,P004708,00013487,UNIT000002,12 Chai x 40g,true,true
P004709-V1,P004709,00010474,UNIT000001,Hộp x 28ml,true,true
P004710-V1,P004710,00002227,UNIT000001,Hộp 12 Chai x 10g,true,false
P004710-V2,P004710,00002227,UNIT000002,12 Chai x 10g,true,true
P004711-V1,P004711,00015044,UNIT000001,Hộp 12 Chai x 6ml,true,false
P004711-V2,P004711,00015044,UNIT000002,12 Chai x 6ml,true,true
P004712-V1,P004712,00008365,UNIT000001,Hộp 12 Chai x 20g,true,false
P004712-V2,P004712,00008365,UNIT000002,12 Chai x 20g,true,true
P004713-V1,P004713,00018875,UNIT000009,Gói 5 Miếng,true,true
P004713-V2,P004713,00018875,UNIT000015,5 Miếng,true,false
P004714-V1,P004714,00022198,UNIT000009,Gói x 1.5g,true,true
P004715-V1,P004715,00040213,UNIT000002,Chai x 25ml,true,true
P004716-V1,P004716,00018588,UNIT000001,Hộp 12 Chai x 6ml,true,false
P004716-V2,P004716,00018588,UNIT000002,12 Chai x 6ml,true,true
P004717-V1,P004717,00002235,UNIT000002,Chai x 6ml,true,true
P004718-V1,P004718,00018627,UNIT000001,Hộp x 50ml,true,true
P004719-V1,P004719,00047373,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004719-V2,P004719,00047373,UNIT000003,3 Vỉ x 10 Viên,true,false
P004719-V3,P004719,00047373,UNIT000008,10 Viên,true,true
P004720-V1,P004720,00501891,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,true
P004721-V1,P004721,00022043,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,true
P004721-V2,P004721,00022043,UNIT000003,10 Vỉ x 10 Viên,true,false
P004721-V3,P004721,00022043,UNIT000008,10 Viên,true,false
P004722-V1,P004722,00033098,UNIT000001,Hộp 30 Gói,true,false
P004722-V2,P004722,00033098,UNIT000009,30 Gói,true,true
P004723-V1,P004723,00018614,UNIT000001,Hộp 60 Viên,true,false
P004723-V2,P004723,00018614,UNIT000008,60 Viên,true,true
P004724-V1,P004724,00007853,UNIT000001,Hộp 30 Gói,true,false
P004724-V2,P004724,00007853,UNIT000009,30 Gói,true,true
P004725-V1,P004725,00001518,UNIT000012,Tuýp 20 Viên,true,true
P004725-V2,P004725,00001518,UNIT000008,20 Viên,true,false
P004726-V1,P004726,00001431,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004726-V2,P004726,00001431,UNIT000003,3 Vỉ x 10 Viên,true,false
P004726-V3,P004726,00001431,UNIT000008,10 Viên,true,true
P004727-V1,P004727,00001403,UNIT000001,Hộp 4 Vỉ x 15 Viên,true,false
P004727-V2,P004727,00001403,UNIT000003,4 Vỉ x 15 Viên,true,false
P004727-V3,P004727,00001403,UNIT000008,15 Viên,true,true
P004728-V1,P004728,00016477,UNIT000001,Hộp 400 Viên,true,true
P004728-V2,P004728,00016477,UNIT000008,400 Viên,true,false
P004729-V1,P004729,00013776,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004729-V2,P004729,00013776,UNIT000003,3 Vỉ x 10 Viên,true,false
P004729-V3,P004729,00013776,UNIT000008,10 Viên,true,true
P004730-V1,P004730,00005274,UNIT000001,Hộp 5 Vỉ x 12 Viên,true,false
P004730-V2,P004730,00005274,UNIT000003,5 Vỉ x 12 Viên,true,false
P004730-V3,P004730,00005274,UNIT000008,12 Viên,true,true
P004731-V1,P004731,00032388,UNIT000001,Hộp 3 Vỉ x 10 Ống x 10ml,true,false
P004731-V2,P004731,00032388,UNIT000003,3 Vỉ x 10 Ống x 10ml,true,false
P004731-V3,P004731,00032388,UNIT000018,10 Ống x 10ml,true,true
P004732-V1,P004732,00032445,UNIT000001,Hộp 3 Vỉ x 10 Ống x 5ml,true,true
P004732-V2,P004732,00032445,UNIT000003,3 Vỉ x 10 Ống x 5ml,true,false
P004732-V3,P004732,00032445,UNIT000018,10 Ống x 5ml,true,false
P004733-V1,P004733,00033636,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P004733-V2,P004733,00033636,UNIT000003,10 Vỉ x 10 Viên,true,false
P004733-V3,P004733,00033636,UNIT000008,10 Viên,true,true
P004734-V1,P004734,00004135,UNIT000001,Hộp 30 Viên,true,true
P004734-V2,P004734,00004135,UNIT000008,30 Viên,true,false
P004735-V1,P004735,00006307,UNIT000001,Hộp 5 Vỉ x 12 Viên,true,false
P004735-V2,P004735,00006307,UNIT000003,5 Vỉ x 12 Viên,true,false
P004735-V3,P004735,00006307,UNIT000008,12 Viên,true,true
P004736-V1,P004736,00001500,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P004736-V2,P004736,00001500,UNIT000003,10 Vỉ x 10 Viên,true,false
P004736-V3,P004736,00001500,UNIT000008,10 Viên,true,true
P004737-V1,P004737,00014728,UNIT000012,Tuýp 20 Viên,true,true
P004737-V2,P004737,00014728,UNIT000008,20 Viên,true,false
P004738-V1,P004738,00027542,UNIT000001,Hộp 20 Viên,true,false
P004738-V2,P004738,00027542,UNIT000008,20 Viên,true,true
P004739-V1,P004739,00047374,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004739-V2,P004739,00047374,UNIT000003,3 Vỉ x 10 Viên,true,false
P004739-V3,P004739,00047374,UNIT000008,10 Viên,true,true
P004740-V1,P004740,00042070,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P004740-V2,P004740,00042070,UNIT000003,6 Vỉ x 10 Viên,true,false
P004740-V3,P004740,00042070,UNIT000008,10 Viên,true,true
P004741-V1,P004741,00041798,UNIT000001,Hộp 12 Vỉ x 5 Viên,true,false
P004741-V2,P004741,00041798,UNIT000003,12 Vỉ x 5 Viên,true,false
P004741-V3,P004741,00041798,UNIT000008,5 Viên,true,true
P004742-V1,P004742,00503103,UNIT000007,Lọ x 10ml,true,true
P004743-V1,P004743,00502637,UNIT000001,Hộp 20 Viên,true,false
P004743-V2,P004743,00502637,UNIT000008,20 Viên,true,true
P004744-V1,P004744,00500798,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P004744-V2,P004744,00500798,UNIT000003,3 Vỉ x 10 Viên,true,false
P004744-V3,P004744,00500798,UNIT000008,10 Viên,true,false
P004745-V1,P004745,00033203,UNIT000001,Hộp 20 Gói,true,false
P004745-V2,P004745,00033203,UNIT000009,20 Gói,true,true
P004746-V1,P004746,00002641,UNIT000001,Hộp 20 Gói x 5g,true,true
P004746-V2,P004746,00002641,UNIT000009,20 Gói x 5g,true,false
P004747-V1,P004747,00007854,UNIT000001,Hộp 80 Viên,true,false
P004747-V2,P004747,00007854,UNIT000008,80 Viên,true,true
P004748-V1,P004748,00005692,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P004748-V2,P004748,00005692,UNIT000003,6 Vỉ x 10 Viên,true,false
P004748-V3,P004748,00005692,UNIT000008,10 Viên,true,true
P004749-V1,P004749,00004047,UNIT000001,Hộp 5 Vỉ x 12 Viên,true,false
P004749-V2,P004749,00004047,UNIT000003,5 Vỉ x 12 Viên,true,false
P004749-V3,P004749,00004047,UNIT000008,12 Viên,true,true
P004750-V1,P004750,00003084,UNIT000001,Hộp 30 Gói,true,false
P004750-V2,P004750,00003084,UNIT000009,30 Gói,true,true
P004751-V1,P004751,00002429,UNIT000001,Hộp 10 Gói x 5g,true,true
P004751-V2,P004751,00002429,UNIT000009,10 Gói x 5g,true,false
P004752-V1,P004752,00001513,UNIT000001,Hộp 2 Vỉ x 10 Ống x 5ml,true,false
P004752-V2,P004752,00001513,UNIT000003,2 Vỉ x 10 Ống x 5ml,true,false
P004752-V3,P004752,00001513,UNIT000018,10 Ống x 5ml,true,true
P004753-V1,P004753,00001512,UNIT000001,Hộp 3 Vỉ x 8 Ống x 10ml,true,true
P004753-V2,P004753,00001512,UNIT000003,3 Vỉ x 8 Ống x 10ml,true,false
P004753-V3,P004753,00001512,UNIT000018,8 Ống x 10ml,true,false
P004754-V1,P004754,00016053,UNIT000012,Tuýp 18 Viên,true,true
P004754-V2,P004754,00016053,UNIT000008,18 Viên,true,false
P004755-V1,P004755,00002285,UNIT000012,Tuýp,true,true
P004756-V1,P004756,00017375,UNIT000001,Hộp 30 Ống x 10ml,true,true
P004756-V2,P004756,00017375,UNIT000018,30 Ống x 10ml,true,false
P004757-V1,P004757,00018053,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,true
P004757-V2,P004757,00018053,UNIT000003,10 Vỉ x 10 Viên,true,false
P004757-V3,P004757,00018053,UNIT000008,10 Viên,true,false
P004758-V1,P004758,00020750,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P004758-V2,P004758,00020750,UNIT000003,10 Vỉ x 10 Viên,true,false
P004758-V3,P004758,00020750,UNIT000008,10 Viên,true,true
P004759-V1,P004759,00021417,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P004759-V2,P004759,00021417,UNIT000003,3 Vỉ x 10 Viên,true,false
P004759-V3,P004759,00021417,UNIT000008,10 Viên,true,true
P004760-V1,P004760,00027825,UNIT000001,Hộp 30 Ống x 10ml,true,false
P004760-V2,P004760,00027825,UNIT000018,30 Ống x 10ml,true,true
P004761-V1,P004761,00028072,UNIT000001,Hộp 20 Vỉ x 5 Viên,true,false
P004761-V2,P004761,00028072,UNIT000003,20 Vỉ x 5 Viên,true,false
P004761-V3,P004761,00028072,UNIT000008,5 Viên,true,true
P004762-V1,P004762,00029608,UNIT000001,Hộp 20 Ống x 10ml,true,false
P004762-V2,P004762,00029608,UNIT000018,20 Ống x 10ml,true,true
P004763-V1,P004763,00031039,UNIT000001,Hộp 10 Gói x 5g,true,false
P004763-V2,P004763,00031039,UNIT000009,10 Gói x 5g,true,true
P004764-V1,P004764,00001615,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P004764-V2,P004764,00001615,UNIT000003,10 Vỉ x 10 Viên,true,false
P004764-V3,P004764,00001615,UNIT000008,10 Viên,true,true
P004765-V1,P004765,00020699,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P004765-V2,P004765,00020699,UNIT000003,6 Vỉ x 10 Viên,true,false
P004765-V3,P004765,00020699,UNIT000008,10 Viên,true,true
P004766-V1,P004766,00022068,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P004766-V2,P004766,00022068,UNIT000003,10 Vỉ x 10 Viên,true,false
P004766-V3,P004766,00022068,UNIT000008,10 Viên,true,true
P004767-V1,P004767,00027846,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
