product_code,ingredient_code,strength_value,strength_unit
P001846,ING002581,,
P001847,ING002609,,
P001848,ING002639,,
P001849,ING002640,,
P001850,ING002551,,
P001851,ING002610,,
P001852,ING002627,,
P001853,ING002550,,
P001853,ING002561,,
P001854,ING002549,,
P001855,ING002612,,
P001855,ING002564,,
P001855,ING002565,,
P001856,ING002641,,
P001857,ING002642,,
P001858,ING002560,,
P001858,ING002547,,
P001859,ING002590,,
P001860,ING002590,,
P001861,ING002571,,
P001862,ING002643,,
P001863,ING002553,,
P001864,ING002549,,
P001865,ING002576,,
P001866,ING002553,,
P001867,ING002555,,
P001868,ING002561,,
P001868,ING002560,,
P001869,ING002644,,
P001870,ING002555,,
P001871,ING002571,,
P001872,ING002645,,
P001873,ING002552,,
P001874,ING002551,,
P001875,ING002550,,
P001875,ING002547,,
P001876,ING002550,,
P001876,ING002547,,
P001877,ING002552,,
P001878,ING002596,,
P001879,ING002620,,
P001880,ING002553,,
P001881,ING002564,,
P001881,ING002565,,
P001882,ING002600,,
P001883,ING002555,,
P001884,ING002575,,
P001885,ING002550,,
P001885,ING002562,,
P001886,ING002600,,
P001887,ING002557,,
P001888,ING002557,,
P001889,ING002646,,
P001890,ING002647,,
P001891,ING002551,,
P001892,ING002554,,
P001893,ING002648,,
P001894,ING002649,,
P001895,ING002575,,
P001896,ING002556,,
P001897,ING002592,,
P001898,ING002550,,
P001898,ING002547,,
P001899,ING002550,,
P001899,ING002547,,
P001900,ING002620,,
P001900,ING002650,,
P001901,ING002651,,
P001902,ING002590,,
P001903,ING002557,,
P001904,ING002652,,
P001905,ING002549,,
P001906,ING002546,,
P001907,ING002592,,
P001908,ING002592,,
P001909,ING002592,,
P001910,ING002564,,
P001910,ING002565,,
P001911,ING002573,,
P001912,ING002550,,
P001912,ING002547,,
P001913,ING002550,,
P001913,ING002561,,
P001914,ING002636,,
P001915,ING002653,,
P001915,ING002654,,
P001915,ING002621,,
P001916,ING002655,,
P001917,ING002587,,
P001918,ING002550,,
P001918,ING002562,,
P001919,ING002622,,
P001920,ING002558,,
P001921,ING002549,,
P001922,ING002550,,
P001923,ING002551,,
P001924,ING002558,,
P001925,ING002550,,
P001925,ING002547,,
P001926,ING002594,,
P001927,ING002597,,
P001928,ING002549,,
P001929,ING002555,,
P001930,ING002550,,
P001930,ING002547,,
P001931,ING002604,,
P001932,ING002571,,
P001933,ING002550,,
P001933,ING002547,,
P001934,ING002557,,
P001934,ING002556,,
P001935,ING002590,,
P001936,ING002554,,
P001937,ING002572,,
P001938,ING002587,,
P001939,ING002587,,
P001940,ING002536,,
P001941,ING002553,,
P001942,ING002544,,
P001943,ING002590,,
P001944,ING002582,,
P001945,ING002587,,
P001946,ING002544,,
P001947,ING002553,,
P001948,ING002556,,
P001948,ING002656,,
P001948,ING002657,,
P001949,ING002587,,
P001950,ING002587,,
P001951,ING002555,,
P001952,ING002633,,
P001952,ING002591,,
P001952,ING002563,,
P001953,ING002557,,
P001954,ING002546,,
P001955,ING002537,,
P001956,ING002554,,
P001957,ING002555,,
P001958,ING002658,,
P001958,ING002620,,
P001958,ING002621,,
P001959,ING002597,,
P001960,ING002549,,
P001961,ING002590,,
P001962,ING002571,,
P001963,ING002550,,
P001963,ING002547,,
P001964,ING002571,,
P001965,ING002602,,
P001966,ING002557,,
P001968,ING002659,,
P001969,ING002571,,
P001971,ING002590,,
P001972,ING002551,,
P001973,ING002583,,
P001974,ING002558,,
P001975,ING002550,,
P001976,ING002589,,
P001977,ING002575,,
P001978,ING002550,,
P001979,ING002544,,
P001980,ING002544,,
P001981,ING002544,,
P001982,ING002571,,
P001983,ING002556,,
P001984,ING002590,,
P001985,ING002550,,
P001985,ING002547,,
P001986,ING002594,,
P001987,ING002549,,
P001988,ING002581,,
P001989,ING002547,,
P001989,ING002548,,
P001990,ING002562,,
P001990,ING002550,,
P001991,ING002571,,
P001992,ING002660,,
P001993,ING002571,,
P001994,ING002546,,
P001995,ING002598,,
P001996,ING002590,,
P001997,ING002570,,
P001998,ING002555,,
P001999,ING002550,,
P001999,ING002547,,
P002000,ING002553,,
P002001,ING002544,,
P002002,ING002563,,
P002003,ING002549,,
P002004,ING002602,,
P002005,ING002587,,
P002006,ING002590,,
P002007,ING002554,,
P002008,ING002558,,
P002009,ING002661,,
P002009,ING002572,,
P002009,ING002569,,
P002010,ING002612,,
P002011,ING002564,,
P002011,ING002565,,
P002012,ING002564,,
P002012,ING002565,,
P002013,ING002552,,
P002014,ING002587,,
P002015,ING002615,,
P002016,ING002564,,
P002016,ING002565,,
P002017,ING002563,,
P002018,ING002550,,
P002018,ING002547,,
P002019,ING002550,,
P002019,ING002547,,
P002020,ING002550,,
P002020,ING002547,,
P002021,ING002550,,
P002022,ING002550,,
P002022,ING002547,,
P002023,ING002582,,
P002024,ING002621,,
P002025,ING002582,,
P002026,ING002662,,
P002027,ING002553,,
P002028,ING002550,,
P002028,ING002547,,
P002029,ING002636,,
P002030,ING002663,,
P002031,ING002574,,
P002032,ING002550,,
P002032,ING002547,,
P002033,ING002550,,
P002034,ING002550,,
P002035,ING002539,,
P002035,ING002656,,
P002035,ING002583,,
P002036,ING002587,,
P002037,ING002555,,
P002038,ING002556,,
P002039,ING002578,,
P002040,ING002550,,
P002041,ING002578,,
P002042,ING002590,,
P002043,ING002664,,
P002044,ING002550,,
P002044,ING002547,,
P002045,ING002665,,
P002046,ING002546,,
P002047,ING002666,,
P002048,ING002572,,
P002049,ING002549,,
P002050,ING002667,,
P002051,ING002550,,
P002051,ING002547,,
P002052,ING002668,,
P002053,ING002669,,
P002054,ING002670,,
P002055,ING002671,,
P002056,ING002672,,
P002057,ING002673,,
P002058,ING002674,,
P002059,ING002668,,
P002060,ING002675,,
P002061,ING002676,,
P002062,ING002677,,
P002063,ING002678,,
P002064,ING002679,,
P002064,ING002680,,
P002065,ING002679,,
P002065,ING002679,,
P002066,ING002681,,
P002067,ING002682,,
P002068,ING002683,,
P002069,ING002684,,
P002070,ING002685,,
P002071,ING002686,,
P002072,ING002687,,
P002073,ING002673,,
P002074,ING002688,,
P002075,ING002689,,
P002076,ING002689,,
P002077,ING002690,,
P002078,ING002691,,
P002079,ING002692,,
P002080,ING002691,,
P002081,ING002693,,
P002082,ING002694,,
P002083,ING002695,,
P002084,ING002678,,
P002085,ING002675,,
P002086,ING002689,,
P002087,ING002696,,
P002088,ING002697,,
P002089,ING002697,,
P002090,ING002698,,
P002091,ING002699,,
P002092,ING002700,,
P002093,ING002701,,
P002094,ING002702,,
P002095,ING002703,,
P002096,ING002704,,
P002097,ING002705,,
P002098,ING002706,,
P002099,ING002707,,
P002100,ING002708,,
P002101,ING002709,,
P002102,ING002710,,
P002103,ING002698,,
P002104,ING002711,,
P002105,ING002712,,
P002106,ING002713,,
P002107,ING002696,,
P002108,ING002692,,
P002109,ING002714,,
P002110,ING002675,,
P002111,ING002715,,
P002112,ING002686,,
P002113,ING002695,,
P002114,ING002716,,
P002115,ING002717,,
P002116,ING002718,,
P002116,ING002719,,
P002116,ING002720,,
P002117,ING002693,,
P002118,ING002697,,
P002119,ING002721,,
P002120,ING002722,,
P002121,ING002723,,
P002122,ING002724,,
P002123,ING002676,,
P002124,ING002724,,
P002125,ING002725,,
P002126,ING002726,,
P002127,ING002727,,
P002128,ING002727,,
P002129,ING002681,,
P002130,ING002687,,
P002131,ING002687,,
P002132,ING000047,,
P002132,ING002091,,
P002133,ING002728,,
P002133,ING002729,,
P002133,ING002730,,
P002133,ING000284,,
P002133,ING002731,,
P002133,ING002434,,
P002134,ING002732,,
P002134,ING002034,,
P002134,ING002733,,
P002135,ING002734,,
P002135,ING002735,,
P002136,ING002736,,
P002137,ING000239,,
P002137,ING002737,,
P002138,ING002738,,
P002139,ING002738,,
P002140,ING002739,,
P002141,ING002738,,
P002142,ING002740,,
P002142,ING000052,,
P002143,ING002741,,
P002144,ING002742,,
P002144,ING002377,,
P002145,ING002743,,
P002146,ING002034,,
P002146,ING000239,,
P002147,ING002744,,
P002148,ING002734,,
P002148,ING002735,,
P002149,ING002745,,
P002149,ING002746,,
P002150,ING002034,,
P002150,ING000239,,
P002151,ING002743,,
P002152,ING002747,,
P002152,ING002748,,
P002152,ING002749,,
P002153,ING002734,,
P002153,ING002735,,
P002154,ING002734,,
P002154,ING002735,,
P002155,ING002750,,
P002155,ING002751,,
P002155,ING000225,,
P002155,ING002752,,
P002155,ING002753,,
P002155,ING002754,,
P002155,ING000284,,
P002155,ING000031,,
P002155,ING002755,,
P002155,ING002756,,
P002156,ING002757,,
P002157,ING002737,,
P002158,ING000275,,
P002158,ING000368,,
P002159,ING002740,,
P002159,ING000891,,
P002160,ING002737,,
P002161,ING001463,,
P002162,ING002745,,
P002162,ING000368,,
P002163,ING002758,,
P002164,ING002759,,
P002165,ING001200,,
P002166,ING002759,,
P002167,ING002760,,
P002167,ING002761,,
P002168,ING002762,,
P002169,ING000052,,
P002169,ING002740,,
P002170,ING002763,,
P002170,ING002764,,
P002170,ING000285,,
P002170,ING002765,,
P002170,ING002766,,
P002170,ING002767,,
P002170,ING002768,,
P002170,ING002769,,
P002170,ING002752,,
P002170,ING000284,,
P002170,ING002770,,
P002170,ING002771,,
P002170,ING002772,,
P002171,ING002434,,
P002171,ING002773,,
P002171,ING000284,,
P002171,ING002770,,
P002171,ING000285,,
P002171,ING002729,,
P002171,ING002730,,
P002171,ING002774,,
P002172,ING002775,,
P002173,ING002776,,
P002174,ING002777,,
P002175,ING002737,,
P002176,ING002734,,
P002176,ING002735,,
P002177,ING002778,,
P002178,ING002737,,
P002179,ING002779,,
P002180,ING002034,,
P002181,ING002780,,
P002181,ING002750,,
P002181,ING000029,,
P002181,ING002751,,
P002181,ING000284,,
P002181,ING002752,,
P002181,ING000225,,
P002181,ING002781,,
P002181,ING002756,,
P002181,ING000174,,
P002182,ING002734,,
P002182,ING002735,,
P002183,ING002034,,
P002183,ING002782,,
P002184,ING002783,,
P002185,ING000225,,
P002185,ING002784,,
P002185,ING002189,,
P002185,ING002785,,
P002185,ING000210,,
P002185,ING002434,,
P002185,ING000284,,
P002185,ING002731,,
P002185,ING002773,,
P002186,ING002786,,
P002186,ING002316,,
P002186,ING002787,,
P002186,ING000284,,
P002186,ING002788,,
P002186,ING001427,,
P002187,ING002734,,
P002187,ING002735,,
P002188,ING002738,,
P002188,ING000284,,
P002189,ING002740,,
P002189,ING000052,,
P002190,ING000284,,
P002190,ING000285,,
P002190,ING002434,,
P002190,ING002730,,
P002190,ING002729,,
P002190,ING002770,,
P002191,ING001566,,
P002191,ING000477,,
P002191,ING002730,,
P002191,ING002756,,
P002192,ING002789,,
P002192,ING000086,,
P002193,ING002737,,
P002194,ING002736,,
P002195,ING002745,,
P002196,ING002734,,
P002196,ING002735,,
P002197,ING002736,,
P002198,ING002790,,
P002199,ING002791,,
P002200,ING002734,,
P002200,ING002735,,
P002201,ING002792,,
P002201,ING000284,,
P002202,ING001200,,
P002202,ING002760,,
P002203,ING002734,,
P002203,ING002735,,
P002204,ING002734,,
P002204,ING002735,,
P002205,ING002738,,
P002206,ING002793,,
P002207,ING002738,,
P002208,ING000086,,
P002208,ING002789,,
P002209,ING002731,,
P002209,ING002434,,
P002209,ING002728,,
P002209,ING002730,,
P002209,ING000284,,
P002209,ING002729,,
P002210,ING002794,,
P002210,ING000812,,
P002210,ING002760,,
P002211,ING002737,,
P002212,ING002795,,
P002213,ING002737,,
P002214,ING002738,,
P002214,ING000239,,
P002214,ING002732,,
P002215,ING000084,,
P002215,ING002751,,
P002215,ING002750,,
P002215,ING000029,,
P002215,ING000284,,
P002215,ING000225,,
P002215,ING002435,,
P002215,ING002752,,
P002215,ING001426,,
P002215,ING002756,,
P002215,ING000174,,
P002216,ING000036,,
P002216,ING000207,,
P002216,ING002444,,
P002216,ING000477,,
P002216,ING000136,,
P002217,ING002737,,
P002218,ING000557,,
P002218,ING001549,,
P002218,ING002796,,
P002219,ING002797,,
P002220,ING002798,,
P002221,ING002799,,
P002222,ING002800,,
P002223,ING002801,,
P002224,ING002802,,
P002225,ING002802,,
P002226,ING002803,,
P002227,ING002800,,
P002228,ING002783,,
P002229,ING002798,,
P002230,ING002801,,
P002231,ING002803,,
P002232,ING002804,,
P002233,ING002797,,
P002234,ING002798,,
P002235,ING002798,,
P002236,ING002798,,
P002237,ING002738,,
P002238,ING002805,,
P002239,ING002806,,
P002239,ING002804,,
P002240,ING002798,,
P002241,ING002807,,
P002242,ING002799,,
P002243,ING002798,,
P002244,ING002808,,
P002245,ING002809,,
P002246,ING002801,,
P002247,ING002808,,
P002248,ING002810,,
P002249,ING002797,,
P002250,ING002811,,
P002251,ING002801,,
P002251,ING002804,,
P002252,ING002799,,
P002252,ING002801,,
P002253,ING002812,,
P002254,ING002813,,
P002255,ING002814,,
P002255,ING002815,,
P002256,ING002808,,
P002257,ING002801,,
P002258,ING002801,,
P002259,ING002802,,
P002260,ING002801,,
P002261,ING002816,,
P002261,ING002801,,
P002262,ING002798,,
P002263,ING002817,,
P002264,ING002818,,
P002265,ING002818,,
P002266,ING002819,,
P002267,ING002811,,
P002267,ING002801,,
P002268,ING002812,,
P002269,ING002801,,
P002270,ING002803,,
P002271,ING002798,,
P002272,ING002820,,
P002272,ING002821,,
P002273,ING002797,,
P002274,ING002783,,
P002275,ING002734,,
P002276,ING002822,,
P002277,ING002823,,
P002278,ING002823,,
P002279,ING002824,,
P002280,ING002800,,
P002280,ING002806,,
P002281,ING002800,,
P002282,ING002800,,
P002282,ING002806,,
P002283,ING002800,,
P002284,ING002811,,
P002284,ING002806,,
P002285,ING002801,,
P002286,ING002808,,
P002287,ING002808,,
P002288,ING002808,,
P002289,ING002825,,
P002290,ING002826,,
P002291,ING002827,,
P002292,ING002808,,
P002292,ING002828,,
P002293,ING002799,,
P002293,ING002801,,
P002294,ING002799,,
P002294,ING002801,,
P002295,ING002797,,
P002295,ING002829,,
P002296,ING002799,,
P002297,ING002830,,
P002298,ING002798,,
P002299,ING002798,,
P002300,ING002798,,
P002301,ING002831,,
P002301,ING002824,,
P002302,ING002832,,
P002303,ING002831,,
P002303,ING002801,,
P002304,ING002831,,
P002304,ING002801,,
P002305,ING002833,,
P002305,ING002834,,
P002306,ING002802,,
P002307,ING002802,,
P002308,ING002803,,
P002308,ING002806,,
P002309,ING002799,,
P002309,ING002806,,
P002310,ING002835,,
P002311,ING002835,,
P002312,ING002836,,
P002313,ING002836,,
P002314,ING002808,,
P002315,ING002837,,
P002316,ING002827,,
P002317,ING002801,,
P002318,ING002801,,
P002319,ING002801,,
P002320,ING002822,,
P002321,ING002838,,
P002322,ING002839,,
P002323,ING002783,,
P002324,ING002803,,
P002325,ING002783,,
P002326,ING002800,,
P002327,ING002808,,
P002328,ING002799,,
P002328,ING002840,,
P002329,ING002801,,
P002329,ING002824,,
P002330,ING002829,,
P002331,ING002799,,
P002331,ING002840,,
P002332,ING002803,,
P002333,ING002801,,
P002334,ING002822,,
P002335,ING002797,,
P002336,ING002783,,
P002337,ING002783,,
P002338,ING002783,,
P002339,ING002808,,
P002340,ING002804,,
P002341,ING002802,,
P002342,ING002812,,
P002343,ING002832,,
P002343,ING002801,,
P002344,ING002841,,
P002345,ING002801,,
P002346,ING002802,,
P002347,ING002808,,
P002348,ING002808,,
P002349,ING002832,,
P002349,ING002801,,
P002350,ING002829,,
P002351,ING002808,,
P002351,ING002828,,
P002352,ING002802,,
P002353,ING002832,,
P002353,ING002824,,
P002353,ING002801,,
P002354,ING002842,,
P002354,ING002806,,
P002355,ING002829,,
P002356,ING002828,,
P002356,ING002808,,
P002357,ING002738,,
P002357,ING002843,,
P002357,ING000089,,
P002358,ING002823,,
P002359,ING002800,,
P002359,ING002801,,
P002360,ING002828,,
P002361,ING002799,,
P002362,ING002844,,
P002363,ING002845,,
P002364,ING002846,,
P002365,ING002177,,
P002365,ING002770,,
P002366,ING002803,,
P002367,ING002801,,
P002367,ING002799,,
P002367,ING002806,,
P002368,ING002783,,
P002369,ING002800,,
P002370,ING002818,,
P002371,ING002801,,
P002372,ING000710,,
P002373,ING002800,,
P002374,ING002797,,
P002375,ING002803,,
P002376,ING002847,,
P002377,ING002848,,
P002377,ING002828,,
P002378,ING002800,,
P002379,ING002849,,
P002380,ING002808,,
P002381,ING002825,,
P002382,ING002811,,
P002383,ING002850,,
P002384,ING002850,,
P002385,ING002801,,
P002386,ING002851,,
P002387,ING002852,,
P002387,ING002853,,
P002387,ING002854,,
P002387,ING000089,,
P002388,ING002820,,
P002389,ING002799,,
P002389,ING002801,,
P002389,ING002806,,
P002390,ING002809,,
P002391,ING002839,,
P002392,ING002831,,
P002392,ING002801,,
P002393,ING002855,,
P002394,ING002856,,
P002395,ING002857,,
P002396,ING002802,,
P002397,ING002858,,
P002398,ING002859,,
P002399,ING002837,,
P002399,ING002806,,
P002400,ING002837,,
P002401,ING002827,,
P002402,ING002812,,
P002403,ING002848,,
P002404,ING002822,,
P002405,ING002800,,
P002405,ING002801,,
P002406,ING002803,,
P002407,ING002860,,
P002408,ING002799,,
P002408,ING002840,,
P002409,ING002861,,
P002410,ING002829,,
P002411,ING002862,,
P002412,ING002803,,
P002413,ING002863,,
P002414,ING002813,,
P002415,ING002800,,
P002415,ING002806,,
P002416,ING002808,,
P002417,ING002798,,
P002418,ING002803,,
P002419,ING002806,,
P002419,ING002809,,
P002420,ING002864,,
P002420,ING002865,,
P002421,ING002827,,
P002421,ING002865,,
P002422,ING002866,,
P002423,ING002804,,
P002423,ING002806,,
P002424,ING002798,,
P002425,ING002799,,
P002426,ING002801,,
P002426,ING002799,,
P002427,ING002839,,
P002428,ING002867,,
P002429,ING002809,,
P002430,ING002810,,
P002431,ING002823,,
P002432,ING002798,,
P002433,ING002797,,
P002434,ING002812,,
P002435,ING002801,,
P002436,ING002799,,
P002437,ING002828,,
P002437,ING002848,,
P002438,ING002798,,
P002439,ING002801,,
P002439,ING002804,,
P002440,ING002811,,
P002440,ING002868,,
P002441,ING002811,,
P002442,ING002844,,
P002443,ING002864,,
P002444,ING002869,,
P002445,ING002798,,
P002445,ING002828,,
P002446,ING002798,,
P002446,ING002828,,
P002447,ING002808,,
P002447,ING002828,,
P002448,ING002828,,
P002448,ING002808,,
P002449,ING002870,,
P002450,ING002846,,
P002451,ING002800,,
P002451,ING002865,,
P002452,ING002825,,
P002453,ING002871,,
P002454,ING001200,,
P002455,ING002872,,
P002455,ING002801,,
P002456,ING002873,,
P002457,ING002874,,
P002458,ING002825,,
P002459,ING002799,,
P002460,ING002802,,
P002460,ING002806,,
P002461,ING002804,,
P002462,ING002801,,
P002463,ING001200,,
P002464,ING002797,,
P002465,ING002875,,
P002466,ING002800,,
P002466,ING002806,,
P002467,ING002876,,
P002468,ING002798,,
P002469,ING002877,,
P002470,ING002878,,
P002471,ING002879,,
P002472,ING002818,,
P002473,ING002828,,
P002473,ING002808,,
P002474,ING002880,,
P002474,ING002876,,
P002475,ING002808,,
P002475,ING002801,,
P002476,ING002844,,
P002477,ING002798,,
P002478,ING002845,,
P002479,ING002881,,
P002480,ING002882,,
P002481,ING002864,,
P002482,ING002883,,
P002483,ING002808,,
P002484,ING002884,,
P002484,ING002740,,
P002485,ING002877,,
P002486,ING002876,,
P002487,ING002885,,
P002488,ING002825,,
P002489,ING002798,,
P002490,ING002865,,
P002490,ING002864,,
P002491,ING002797,,
P002492,ING002879,,
P002493,ING002809,,
P002493,ING002865,,
P002494,ING002862,,
P002495,ING002886,,
P002496,ING002808,,
P002496,ING002801,,
P002497,ING002887,,
P002498,ING002783,,
P002499,ING002783,,
P002500,ING002731,,
P002500,ING002785,,
P002500,ING002784,,
P002500,ING002189,,
P002500,ING002434,,
P002500,ING002773,,
P002500,ING000210,,
P002500,ING000284,,
P002500,ING000225,,
P002501,ING002730,,
P002501,ING002787,,
P002501,ING002750,,
P002501,ING002731,,
P002501,ING000285,,
P002501,ING002434,,
P002501,ING002189,,
P002501,ING000174,,
P002502,ING002837,,
P002503,ING002803,,
P002504,ING002798,,
P002505,ING002847,,
P002506,ING002738,,
P002507,ING002847,,
P002508,ING002797,,
P002509,ING002803,,
P002510,ING002783,,
P002511,ING002827,,
P002511,ING002806,,
P002512,ING002827,,
P002512,ING002806,,
P002513,ING002888,,
P002514,ING002889,,
P002515,ING002808,,
P002516,ING002808,,
P002516,ING002801,,
P002517,ING002816,,
P002518,ING002816,,
P002519,ING002890,,
P002520,ING002891,,
P002521,ING002812,,
P002522,ING002812,,
P002523,ING002892,,
P002524,ING002892,,
P002525,ING002745,,
P002526,ING002893,,
P002527,ING002802,,
P002528,ING002824,,
P002528,ING002831,,
P002529,ING002798,,
P002530,ING002798,,
P002531,ING002798,,
P002532,ING002894,,
P002533,ING002847,,
P002534,ING002895,,
P002535,ING002895,,
P002536,ING002896,,
P002537,ING002797,,
P002537,ING002897,,
P002538,ING002860,,
P002539,ING002860,,
P002540,ING002898,,
P002541,ING002808,,
P002542,ING002862,,
P002543,ING002812,,
P002544,ING002899,,
P002544,ING000051,,
P002545,ING002816,,
P002546,ING002808,,
P002547,ING002808,,
P002548,ING002900,,
P002549,ING002900,,
P002550,ING002797,,
P002551,ING002889,,
P002552,ING002800,,
P002553,ING002901,,
P002554,ING002902,,
P002555,ING000455,,
P002555,ING002738,,
P002555,ING002903,,
P002556,ING002825,,
P002557,ING002825,,
P002558,ING002825,,
P002559,ING002809,,
P002560,ING002872,,
P002560,ING002824,,
P002561,ING002872,,
P002562,ING002799,,
P002563,ING002904,,
P002563,ING002905,,
P002563,ING002770,,
P002564,ING002832,,
P002565,ING002831,,
P002565,ING002824,,
P002566,ING002802,,
P002567,ING002802,,
P002568,ING002799,,
P002568,ING002806,,
P002569,ING002797,,
P002570,ING002797,,
P002571,ING002856,,
P002572,ING002857,,
P002573,ING002808,,
P002574,ING002808,,
P002575,ING002829,,
P002576,ING002827,,
P002577,ING002801,,
P002578,ING002906,,
P002579,ING002812,,
P002580,ING002803,,
P002580,ING002806,,
P002581,ING002907,,
P002582,ING002908,,
P002583,ING002845,,
P002584,ING002798,,
P002585,ING002894,,
P002586,ING002816,,
P002586,ING002806,,
P002587,ING002909,,
P002588,ING002799,,
P002589,ING002797,,
P002590,ING002799,,
P002591,ING002910,,
P002592,ING002808,,
P002593,ING002801,,
P002594,ING002797,,
P002595,ING002802,,
P002595,ING002806,,
P002596,ING002860,,
P002597,ING002803,,
P002598,ING002800,,
P002598,ING002801,,
P002599,ING002847,,
P002600,ING002798,,
P002601,ING002797,,
P002601,ING002911,,
P002602,ING002824,,
P002602,ING002801,,
P002603,ING002912,,
P002604,ING002783,,
P002605,ING002913,,
P002606,ING002914,,
P002607,ING002859,,
P002608,ING002034,,
P002608,ING000239,,
P002609,ING002803,,
P002610,ING002734,,
P002611,ING002809,,
P002611,ING002806,,
P002612,ING002797,,
P002613,ING002799,,
P002614,ING002808,,
P002615,ING002802,,
P002616,ING002737,,
P002617,ING002825,,
P002618,ING002882,,
P002619,ING002801,,
P002619,ING002824,,
P002619,ING002831,,
P002620,ING002800,,
P002620,ING002806,,
P002621,ING002803,,
P002621,ING002806,,
P002622,ING002915,,
P002623,ING002799,,
P002623,ING002806,,
P002624,ING002812,,
P002625,ING002783,,
P002625,ING002916,,
P002626,ING002801,,
P002627,ING002797,,
P002628,ING002885,,
P002629,ING002800,,
P002629,ING002806,,
P002630,ING002783,,
P002631,ING002809,,
P002632,ING002831,,
P002632,ING002801,,
P002632,ING002917,,
P002633,ING002841,,
P002634,ING002802,,
P002635,ING002808,,
P002635,ING002828,,
P002636,ING002783,,
P002637,ING002900,,
P002638,ING000210,,
P002638,ING002731,,
P002638,ING002918,,
P002638,ING002763,,
P002638,ING002919,,
P002638,ING002920,,
P002638,ING002921,,
P002638,ING002922,,
P002638,ING002923,,
P002638,ING002924,,
P002639,ING002783,,
P002640,ING002879,,
P002641,ING002925,,
P002642,ING002808,,
P002643,ING002926,,
P002644,ING002809,,
P002645,ING002876,,
P002645,ING002927,,
P002646,ING002783,,
P002646,ING002778,,
P002647,ING002783,,
P002648,ING002797,,
P002649,ING002827,,
P002650,ING002898,,
P002651,ING002801,,
P002652,ING002800,,
P002653,ING002928,,
P002654,ING002929,,
P002655,ING002862,,
P002656,ING002827,,
P002657,ING002801,,
P002658,ING002811,,
P002658,ING002806,,
P002659,ING002831,,
P002659,ING002801,,
P002660,ING002800,,
P002660,ING002806,,
P002661,ING002827,,
P002662,ING002825,,
P002663,ING002802,,
P002664,ING002835,,
P002665,ING002800,,
P002666,ING002827,,
P002666,ING002806,,
P002667,ING002783,,
P002668,ING002909,,
P002669,ING002909,,
P002670,ING002803,,
P002670,ING002806,,
P002671,ING002930,,
P002672,ING002823,,
P002672,ING002806,,
P002673,ING002890,,
P002674,ING002931,,
P002675,ING001462,,
P002675,ING002735,,
P002676,ING002823,,
P002677,ING002808,,
P002677,ING002828,,
P002678,ING002808,,
P002678,ING002828,,
P002679,ING002816,,
P002679,ING002806,,
P002680,ING002912,,
P002681,ING002808,,
P002682,ING002809,,
P002682,ING002806,,
P002683,ING002798,,
P002684,ING002798,,
P002685,ING002802,,
P002685,ING002806,,
P002686,ING002803,,
P002686,ING002806,,
P002687,ING002831,,
P002687,ING002824,,
P002687,ING002801,,
P002688,ING002801,,
P002689,ING002803,,
P002690,ING002799,,
P002690,ING002806,,
P002691,ING002932,,
P002692,ING002826,,
P002693,ING002827,,
P002693,ING002806,,
P002694,ING002831,,
P002695,ING002861,,
P002696,ING002872,,
P002696,ING002801,,
P002697,ING002885,,
P002698,ING002820,,
P002699,ING002798,,
P002700,ING002865,,
P002700,ING002816,,
P002701,ING002827,,
P002702,ING002828,,
P002702,ING002808,,
P002703,ING002860,,
P002704,ING002841,,
P002705,ING002828,,
P002705,ING002808,,
P002707,ING002933,,
P002708,ING002827,,
P002709,ING002846,,
P002710,ING002841,,
P002711,ING002860,,
P002712,ING002818,,
P002713,ING002828,,
P002714,ING002934,,
P002715,ING002808,,
P002715,ING002828,,
P002716,ING002935,,
P002717,ING002839,,
P002718,ING002811,,
P002720,ING002860,,
P002721,ING002841,,
P002722,ING002865,,
P002722,ING002804,,
P002723,ING002828,,
P002724,ING002817,,
P002725,ING002801,,
P002725,ING002799,,
P002726,ING002801,,
P002726,ING002799,,
P002727,ING002801,,
P002727,ING002799,,
P002728,ING002828,,
P002728,ING002798,,
P002729,ING002828,,
P002729,ING002798,,
P002730,ING002797,,
P002730,ING002897,,
P002731,ING002827,,
P002732,ING002808,,
P002732,ING002828,,
P002733,ING002811,,
P002734,ING002810,,
P002735,ING002797,,
P002736,ING002936,,
P002736,ING002737,,
P002737,ING002886,,
P002738,ING002937,,
P002739,ING002823,,
P002740,ING002798,,
P002741,ING002734,,
P002742,ING002900,,
P002743,ING002832,,
P002744,ING002801,,
P002745,ING002932,,
P002746,ING002882,,
P002747,ING002828,,
P002748,ING002797,,
P002749,ING002818,,
P002750,ING002827,,
P002750,ING002865,,
P002751,ING002938,,
P002752,ING002848,,
P002753,ING002845,,
P002754,ING002825,,
P002755,ING002939,,
P002756,ING002798,,
P002757,ING002808,,
P002758,ING002808,,
P002759,ING002808,,
P002760,ING002802,,
P002761,ING002940,,
P002761,ING002801,,
P002762,ING002941,,
P002763,ING002889,,
P002764,ING002812,,
P002765,ING002822,,
P002766,ING002872,,
P002766,ING002801,,
P002767,ING002857,,
P002768,ING002808,,
P002769,ING002798,,
P002770,ING002859,,
P002771,ING002830,,
P002772,ING002799,,
P002773,ING002799,,
P002773,ING002865,,
P002774,ING002907,,
P002775,ING002827,,
P002775,ING002865,,
P002776,ING002839,,
P002777,ING002942,,
P002777,ING002943,,
P002777,ING002177,,
P002777,ING002770,,
P002777,ING001524,,
P002778,ING002783,,
