manufacturer_code,manufacturer_name,manufacturer_slug
MFR000710,BALKANPHARMA,balkanpharma
MFR000711,BRV,brv
MFR000712,CTY CP SX-TM DP ĐÔNG NAM,cty-cp-sx-tm-dp-dong-nam
MFR000713,SANDOZ,sandoz
MFR000714,Laboratorio Reig Jofre,laboratorio-reig-jofre
MFR000715,CÔNG TY TNHH PHIL INTER PHARMA,cong-ty-tnhh-phil-inter-pharma
MFR000716,MAXIM,maxim
MFR000717,Hoe,hoe
MFR000718,F. HOFFMANNLA ROCHE LTD.,f-hoffmannla-roche-ltd
MFR000719,F.Hoffmann-La Roche Ltd,fhoffmann-la-roche-ltd
MFR000720,Medochemie LTD - Factory B,medochemie-ltd-factory-b
MFR000721,Celogen,celogen
MFR000722,PHARMEDIC,pharmedic
MFR000723,Hetero,hetero
MFR000724,THÀNH NAM,thanh-nam
MFR000725,MAXIM PHARMACEUTICALS,maxim-pharmaceuticals
MFR000726,CÔNG TY CỔ PHẦN DƯỢC PHẨM PHƯƠNG ĐÔNG,cong-ty-co-phan-duoc-pham-phuong-dong
MFR000727,Lek,lek
MFR000728,DERLOBIS PHARMACEUTICALS LTD.,derlobis-pharmaceuticals-ltd
MFR000729,REMEDICA LTD,remedica-ltd
MFR000730,CÔNG TY CPDP HÀ TÂY,cong-ty-cpdp-ha-tay
MFR000731,CTCP HÓA - DƯỢC PHẨM MEKOPHAR,ctcp-hoa-duoc-pham-mekophar
MFR000732,DELTA PHARMA LIMITED,delta-pharma-limited
MFR000733,CÔNG TY CP DƯỢC PHẨM AN THIÊN,cong-ty-cp-duoc-pham-an-thien
MFR000734,CÔNG TY TNHH LIÊN DOANH HASAN - DERMAPHARM,cong-ty-tnhh-lien-doanh-hasan-dermapharm
MFR000735,JANSSEN PHARMACEUTICA,janssen-pharmaceutica
MFR000736,XÍ NGHIỆP DƯỢC PHẨM 120- CÔNG TY DƯỢC VÀ TTBYT QUÂN ĐỘI.,xi-nghiep-duoc-pham-120-cong-ty-duoc-va-ttbyt-quan-doi
MFR000737,Maxim Pharmaceuticals Pvt. Ltd.,maxim-pharmaceuticals-pvt-ltd
MFR000738,CTY CỔ PHẦN HÓA-DƯỢC PHẨM MEKOPHAR,cty-co-phan-hoa-duoc-pham-mekophar
MFR000739,ARMEPHARCO,armepharco
MFR000740,MEDIPLANTEX,mediplantex
MFR000741,MEDILANTEX,medilantex
MFR000742,NHÀ MÁY SẢN XUẤT DP USARICHPHARM,nha-may-san-xuat-dp-usarichpharm
MFR000743,AKUMS DRUGS & PHARMACEUTICALS LTD.,akums-drugs-and-pharmaceuticals-ltd
MFR000744,"3M HEALTHCARE., LTD",3m-healthcare-ltd
MFR000745,CÔNG TY CP DƯỢC PHẨM ME DI SUN - VIỆT NAM,cong-ty-cp-duoc-pham-me-di-sun-viet-nam
MFR000746,CHI NHÁNH CÔNG TY CPDP AGIMEXPHARM,chi-nhanh-cong-ty-cpdp-agimexpharm
MFR000747,M/s Nectar Lifescience Limited.,ms-nectar-lifescience-limited
MFR000748,HÀ TÂY - HATAPHAR,ha-tay-hataphar
MFR000749,CTY CP DƯỢC HẬU GIANG,cty-cp-duoc-hau-giang
MFR000750,CADILA,cadila
MFR000751,LEK PHARMACEUTICALS,lek-pharmaceuticals
MFR000752,"Reyon Pharmaceutical Co., Ltd",reyon-pharmaceutical-co-ltd
MFR000753,TVP,tvp
MFR000754,Sinil,sinil
MFR000755,USIPHAR,usiphar
MFR000756,Dược 3-2,duoc-3-2
MFR000757,ACME FORMULATION,acme-formulation
MFR000758,Laboratoires Sophartex,laboratoires-sophartex
MFR000759,PHƯƠNG ĐÔNG,phuong-dong
MFR000760,KOREA UNITED,korea-united
MFR000761,CÔNG TY CỔ PHẦN BV PHARMA,cong-ty-co-phan-bv-pharma
MFR000762,KOTRA PHARMA (M) SDN BHD,kotra-pharma-m-sdn-bhd
MFR000763,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU Y  TẾ DOMESCO,cong-ty-co-phan-xuat-nhap-khau-y-te-domesco
MFR000764,BRAWN LABORATORIES,brawn-laboratories
MFR000765,CÔNG TY CỔ PHẦN DƯỢC PHẨM SAO KIM,cong-ty-co-phan-duoc-pham-sao-kim
MFR000766,Brawn,brawn
MFR000767,Công ty cổ phần dược vật tư y tế Thanh Hóa - THEPHACO,cong-ty-co-phan-duoc-vat-tu-y-te-thanh-hoa-thephaco
MFR000768,CÔNG TY CP DƯỢC PHẨM MEDISUN,cong-ty-cp-duoc-pham-medisun
MFR000769,CTCP DƯỢC PHẨM TRUNG ƯƠNG 1,ctcp-duoc-pham-trung-uong-1
MFR000770,Astra,astra
MFR000771,siegfried barbera,siegfried-barbera
MFR000772,Novartis,novartis
MFR000773,ASTRAZENECA UK LIMITED,astrazeneca-uk-limited
MFR000774,ASTRAZENECA,astrazeneca
MFR000775,CÔNG TY CỔ PHẦN DƯỢC PHẨM RELIV,cong-ty-co-phan-duoc-pham-reliv
MFR000776,DR. REDDY'S LABORATORIES LTD.,dr-reddys-laboratories-ltd
MFR000777,ASTRAZENECA AB,astrazeneca-ab
MFR000778,MERCK SERONO,merck-serono
MFR000779,"Nobilus Ent, Tomasz Kozluk",nobilus-ent-tomasz-kozluk
MFR000780,"Taiho Pharmaceutical Co., Ltd. Kitajima Plant",taiho-pharmaceutical-co-ltd-kitajima-plant
MFR000781,ROCHE DIAGNOSTICS GMBH,roche-diagnostics-gmbh
MFR000782,Amgen Manufacturing Limited,amgen-manufacturing-limited
MFR000783,"Catalent Pharma Solutions, LLC",catalent-pharma-solutions-llc
MFR000784,Haupt Pharma Amareg GmbH,haupt-pharma-amareg-gmbh
MFR000785,CÔNG TY CỔ PHẦN DƯỢC PHẨM ĐẠT VI PHÚ (DAVIPHARM),cong-ty-co-phan-duoc-pham-dat-vi-phu-davipharm
MFR000786,Ipsen Pharma Biotech,ipsen-pharma-biotech
MFR000787,SUN PHARMACEUTICAL INDUSTRIES LTD,sun-pharmaceutical-industries-ltd
MFR000788,CATALENT GERMANY EBERBACH GMBH,catalent-germany-eberbach-gmbh
MFR000789,CATALENT PTY,catalent-pty
MFR000790,Eli Lilly & Company,eli-lilly-and-company
MFR000791,Catalent,catalent
MFR000792,Roche,roche
MFR000793,PATHEON,patheon
MFR000794,BOEHRINGER,boehringer
MFR000795,TTY BIOPHARM,tty-biopharm
MFR000796,BSP,bsp
MFR000797,SUNPHARMA,sunpharma
MFR000798,MERCK,merck
MFR000799,NOVARTIS SINGAPORE PHARMACEUTICAL MANUFACTURING PTE. LTD,novartis-singapore-pharmaceutical-manufacturing-pte-ltd
MFR000800,CENEXI SAS,cenexi-sas
MFR000801,Nipro Pharma,nipro-pharma
MFR000802,CILAG AG,cilag-ag
MFR000803,GLAXO,glaxo
MFR000804,IPSEN,ipsen
MFR000805,Genentech,genentech
MFR000806,ROCHE LABORATORIES,roche-laboratories
MFR000807,TAIHO,taiho
MFR000808,EXCELLA GMBH & CO KG,excella-gmbh-and-co-kg
MFR000809,Msd,msd
MFR000810,PATHEON INC.,patheon-inc
MFR000811,CÔNG TY TNHH DƯỢC THẢO HOÀNG THÀNH,cong-ty-tnhh-duoc-thao-hoang-thanh
MFR000812,DANAPHA,danapha
MFR000813,KHAPHARCO PHARM. CO.,khapharco-pharm-co
MFR000814,NATUR PRODUKT PHARMA,natur-produkt-pharma
MFR000815,BONI,boni
MFR000816,Pierre Fabre Medicament production,pierre-fabre-medicament-production
MFR000817,BEAUFOUR IPSEN INDUSTRIE,beaufour-ipsen-industrie
MFR000818,PROBIOTEC PHARMA PTY LIMITED,probiotec-pharma-pty-limited
MFR000819,Gedeon,gedeon
MFR000820,LES,les
MFR000821,LIPA,lipa
MFR000822,Catalent Australia Pty. Ltd.,catalent-australia-pty-ltd
MFR000823,LES LABORATOIRES SERVIER,les-laboratoires-servier
MFR000824,KHAHOPHARMA,khahopharma
MFR000825,CÔNG TY CỔ PHẦN DƯỢC PHẨM CPC1 HÀ NỘI,cong-ty-co-phan-duoc-pham-cpc1-ha-noi
MFR000826,CÔNG TY CP DƯỢC TRUNG ƯƠNG MEDIPLANTEX,cong-ty-cp-duoc-trung-uong-mediplantex
MFR000827,CÔNG TY DƯỢC PHẨM VÀ THƯƠNG MẠI PHƯƠNG ĐÔNG (TNHH) - VIỆT NAM,cong-ty-duoc-pham-va-thuong-mai-phuong-dong-tnhh-viet-nam
MFR000828,CÔNG TY CỔ PHẦN DƯỢC PHẨM AN THIÊN - VIỆT NAM,cong-ty-co-phan-duoc-pham-an-thien-viet-nam
MFR000829,CÔNG TY CỔ PHẦN DƯỢC PHẨM AN THIÊN,cong-ty-co-phan-duoc-pham-an-thien
MFR000830,Lomapharm GmbH,lomapharm-gmbh
MFR000831,HADIPHAR,hadiphar
MFR000832,Fito,fito
MFR000833,PV,pv
MFR000834,TILMAN S.A.,tilman-sa
MFR000835,DR.WILLMAR SCHWABE GMBH&CO.KG,drwillmar-schwabe-gmbhandcokg
MFR000836,NIC,nic
MFR000837,UNI PHARMA,uni-pharma
MFR000838,Vạn Xuân,van-xuan
MFR000839,CÔNG TY CP DƯỢC - TRANG THIẾT BỊ Y TẾ BÌNH ĐỊNH  (BIDIPHAR),cong-ty-cp-duoc-trang-thiet-bi-y-te-binh-dinh-bidiphar
MFR000840,CÔNG TY TNHH SX-TM DƯỢC PHẨM THÀNH NAM,cong-ty-tnhh-sx-tm-duoc-pham-thanh-nam
MFR000841,CÔNG TY TNHH ĐÔNG DƯỢC PHÚC HƯNG,cong-ty-tnhh-dong-duoc-phuc-hung
MFR000842,CÔNG TY TNHH VẠN XUÂN,cong-ty-tnhh-van-xuan
MFR000843,CHI NHÁNH CTCP DƯỢC PHẨM OPC,chi-nhanh-ctcp-duoc-pham-opc
MFR000844,CÔNG TY CP HÓA-DƯỢC PHẨM MEKOPHAR,cong-ty-cp-hoa-duoc-pham-mekophar
MFR000845,CTY TNHH SX-TM DP THÀNH NAM,cty-tnhh-sx-tm-dp-thanh-nam
MFR000846,BIOFARM,biofarm
MFR000847,CÔNG TY CỔ PHẦN DƯỢC PHẨM TV PHARM,cong-ty-co-phan-duoc-pham-tv-pharm
MFR000848,"ARISTOPHARMA., LTD - BĂNG LA ĐÉT",aristopharma-ltd-bang-la-det
MFR000849,NHẤT NHẤT,nhat-nhat
MFR000850,Daewoong,daewoong
MFR000851,CÔNG TY CỔ PHẦN DƯỢC PHẨM ME DI SUN,cong-ty-co-phan-duoc-pham-me-di-sun
MFR000852,CÔNG TY TNHH ĐÔNG NAM DƯỢC BẢO LONG,cong-ty-tnhh-dong-nam-duoc-bao-long
MFR000853,CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO TRAPHACO,cong-ty-co-phan-cong-nghe-cao-traphaco
MFR000854,PHARVIS KOREA PHARM,pharvis-korea-pharm
MFR000855,"CHO-A PHARM CO., LTD",cho-a-pharm-co-ltd
MFR000856,CÔNG TY CỔ PHẦN TRAPHACO,cong-ty-co-phan-traphaco
MFR000857,EGIS PHARMACEUTICALS PRIVATE LIMITED COMPANY,egis-pharmaceuticals-private-limited-company
MFR000858,TRƯỜNG THỌ,truong-tho
MFR000859,MEDOCHEMIE,medochemie
MFR000860,CÔNG TY CỔ PHẦN KOREA UNITED PHARM. INT’L,cong-ty-co-phan-korea-united-pharm-intl
MFR000861,TV.PHARM,tvpharm
MFR000862,EUROLIFE,eurolife
MFR000863,CÔNG TY CỔ PHẦN DƯỢC PHẨM OPC,cong-ty-co-phan-duoc-pham-opc
MFR000864,KRKA,krka
MFR000865,CÔNG TY TNHH BRV HEALTHCARE,cong-ty-tnhh-brv-healthcare
MFR000866,PFIZER IRELAND PHARMACEUTICALS,pfizer-ireland-pharmaceuticals
MFR000867,Organon Pharma (UK) Limited,organon-pharma-uk-limited
MFR000868,"Hanmi Pharm.Co., Ltd",hanmi-pharmco-ltd
MFR000869,CÔNG TY TNHH UNITED INTERNATIONAL PHARMA,cong-ty-tnhh-united-international-pharma
MFR000870,Egis,egis
MFR000871,"KOREA PRIME PHARMA CO., LTD",korea-prime-pharma-co-ltd
MFR000872,Ferrer,ferrer
MFR000873,CÔNG TY CỔ PHẦN DƯỢC PHẨM SAVI PHARM - VIỆT NAM,cong-ty-co-phan-duoc-pham-savi-pharm-viet-nam
MFR000874,Troikka,troikka
MFR000875,Stamlo,stamlo
MFR000876,INNOTHERA CHOUZY,innothera-chouzy
MFR000877,Berlin Chemie AG,berlin-chemie-ag
MFR000878,TORRENT,torrent
MFR000879,Boehringer Ingelheim Hellas Single Member S.A.,boehringer-ingelheim-hellas-single-member-sa
MFR000880,PFIZER MANUFACTURING DEUTSCHLAND GMBH,pfizer-manufacturing-deutschland-gmbh
MFR000881,Lipanthyl,lipanthyl
MFR000882,Fournier Laboratories Ireland Limited,fournier-laboratories-ireland-limited
MFR000883,Novartis Farmaceutica S.A,novartis-farmaceutica-sa
MFR000884,CÔNG TY TNHH LD STELLAPHARM - CN1,cong-ty-tnhh-ld-stellapharm-cn1
MFR000885,IPR Pharmaceuticals Inc.,ipr-pharmaceuticals-inc
MFR000886,LES LABORATOIRES SERVIER INDUSTRIE,les-laboratoires-servier-industrie
MFR000887,SERVIER IRELAND INDUSTRIES LTD,servier-ireland-industries-ltd
MFR000888,UNITED,united
MFR000889,MYLAN LABORATORIES,mylan-laboratories
MFR000890,ABBOTT,abbott
MFR000891,FAREVA AMBOISE,fareva-amboise
MFR000892,CHI NHÁNH CÔNG TY CỔ PHẦN DƯỢC PHẨM AGIMEXPHARM - NHÀ MÁY SẢN XUẤT DƯỢC PHẨM AGIMEXPHARM - VIỆT NAM,chi-nhanh-cong-ty-co-phan-duoc-pham-agimexpharm-nha-may-san-xuat-duoc-pham-agimexpharm-viet-nam
MFR000893,Novartis Farma SpA,novartis-farma-spa
MFR000894,CÔNG TY CPDP AGIMEXPHARM,cong-ty-cpdp-agimexpharm
MFR000895,EGIS PHARMACEUTICALS,egis-pharmaceuticals
MFR000896,CÔNG TY CỔ PHẦN FRESENLUS KABI VIỆT NAM,cong-ty-co-phan-fresenlus-kabi-viet-nam
MFR000897,S.P.M CORPORATION,spm-corporation
MFR000898,CÔNG TY CỔ PHẦN DƯỢC PHẨM T.Ư VIDIPHA,cong-ty-co-phan-duoc-pham-tu-vidipha
MFR000899,Servier (Ireland) Industries Ltd,servier-ireland-industries-ltd
MFR000900,CÔNG TY CỔ PHẦN DƯỢC PHẨM ĐẠT VI PHÚ,cong-ty-co-phan-duoc-pham-dat-vi-phu
MFR000901,DERMAPHARM,dermapharm
MFR000902,SAI MIRRA INNOPHARM PVT. LTD,sai-mirra-innopharm-pvt-ltd
MFR000903,APIMED,apimed
MFR000904,"Tasly Pharmaceutical Group Co., Ltd.",tasly-pharmaceutical-group-co-ltd
MFR000905,ATLANTIC,atlantic
MFR000906,"KPC Pharmaceuticals, Inc.",kpc-pharmaceuticals-inc
MFR000907,ASTRAZENECA PHARMACEUTICAL CO,astrazeneca-pharmaceutical-co
MFR000908,ASTRAZENECA PHARMACEUTICAL,astrazeneca-pharmaceutical
MFR000909,CTY CP DƯỢC TW MEDIPLANTEX,cty-cp-duoc-tw-mediplantex
MFR000910,FARMAK,farmak
MFR000911,CÔNG TY TNHH DƯỢC PHẨM AT & C,cong-ty-tnhh-duoc-pham-at-and-c
MFR000912,CÔNG TY CỔ PHẦN DƯỢC PHẨM AGIMEXPHARM,cong-ty-co-phan-duoc-pham-agimexpharm
MFR000913,CÔNG TY CỔ PHẦN DƯỢC PHẨM SAVI PHARM,cong-ty-co-phan-duoc-pham-savi-pharm
MFR000914,Công ty TNHH DRP Inter,cong-ty-tnhh-drp-inter
MFR000915,Menarini-Von Heyden GmbH,menarini-von-heyden-gmbh
MFR000916,"KRKA, D.D., NOVO MESTO",krka-dd-novo-mesto
MFR000917,Công ty cổ phần dược phẩm Wealphar,cong-ty-co-phan-duoc-pham-wealphar
MFR000918,MEDREICH LIMITED- ẤN ĐỘ,medreich-limited-an-do
MFR000919,MSD International GmbH (Puerto Rico Branch) LLC,msd-international-gmbh-puerto-rico-branch-llc
MFR000920,S.C. AC Helcor S.R.L,sc-ac-helcor-srl
MFR000921,KOWA COMPANY,kowa-company
MFR000922,USV Private Limited,usv-private-limited
MFR000923,"KRKA, D.D., . Novo Mesto",krka-dd-novo-mesto
MFR000924,CÔNG TY CỔ PHẦN DƯỢC TW MEDIPLANTEX,cong-ty-co-phan-duoc-tw-mediplantex
MFR000925,CÔNG TY CP DƯỢC PHẨM SAVI (SAVIPHARM),cong-ty-cp-duoc-pham-savi-savipharm
MFR000926,CÔNG TY CỔ PHẦN DƯỢC OPV,cong-ty-co-phan-duoc-opv
MFR000927,"Dasan Pharmaceutical Co.,Ltd",dasan-pharmaceutical-coltd
MFR000928,DAIICHISANKYO,daiichisankyo
MFR000929,Italfarmaco,italfarmaco
MFR000930,ORIENT PHARMA,orient-pharma
MFR000931,USA-NIC PHARMA,usa-nic-pharma
MFR000932,GRACURE,gracure
MFR000933,Daiichi Sankyo Europe GmbH,daiichi-sankyo-europe-gmbh
MFR000934,HASAN DERMAPHARM,hasan-dermapharm
MFR000935,CÔNG TY CP DƯỢC PHẨM MINH DÂN,cong-ty-cp-duoc-pham-minh-dan
MFR000936,NOBELFARMA ILAC SANAYII VE TICARET A.S.,nobelfarma-ilac-sanayii-ve-ticaret-as
MFR000937,CTY TNHH DP SHINPOONG DAEWOO,cty-tnhh-dp-shinpoong-daewoo
MFR000938,Công ty cổ phần Korea United Pharm Int'l,cong-ty-co-phan-korea-united-pharm-intl
MFR000939,CÔNG TY CỔ PHẦN DƯỢC AM VI,cong-ty-co-phan-duoc-am-vi
MFR000940,CÔNG TY CP DƯỢC VẬT TƯ Y TẾ HÀ NAM,cong-ty-cp-duoc-vat-tu-y-te-ha-nam
MFR000941,CONTRACT MANUFACTURING & PACKAGING SERVICES PTY LTD,contract-manufacturing-and-packaging-services-pty-ltd
MFR000942,BILIM ILAC SANAYII VE TICARET A.S.,bilim-ilac-sanayii-ve-ticaret-as
MFR000943,TANABE,tanabe
MFR000944,Recordati Industria Chemica e Farmaceutica S.p.A.,recordati-industria-chemica-e-farmaceutica-spa
MFR000945,PHARMACEUTICAL WORKS POLFA IN PABIANICE JOINT STOCK CO.,pharmaceutical-works-polfa-in-pabianice-joint-stock-co
MFR000946,Otsuka,otsuka
MFR000947,STANDARD CHEM. & PHARM,standard-chem-and-pharm
MFR000948,CÔNG TY TNHH HASAN - DERMAPHARM,cong-ty-tnhh-hasan-dermapharm
MFR000949,SMB Technology S.A.,smb-technology-sa
MFR000950,CÔNG TY CPDP ĐẠT VI PHÚ,cong-ty-cpdp-dat-vi-phu
MFR000951,GEDEON RICHTER PLC.,gedeon-richter-plc
MFR000952,CÔNG TY CỔ PHẦN DƯỢC TRUNG ƯƠNG MEDIPLANTEX,cong-ty-co-phan-duoc-trung-uong-mediplantex
MFR000953,S.C. ARENA GROUP S.A,sc-arena-group-sa
MFR000954,EA PHARMA,ea-pharma
MFR000955,IND-SWIFT LIMITED,ind-swift-limited
MFR000956,CÔNG TY CỔ PHẦN DƯỢC PHẨM VÀ SINH HỌC Y TẾ ( MEBIPHAR) - VIỆT NAM,cong-ty-co-phan-duoc-pham-va-sinh-hoc-y-te-mebiphar-viet-nam
MFR000957,RPG LIFESCIENCES LTD.,rpg-lifesciences-ltd
MFR000958,BOEHRINGER INGELHEIM PHARMA,boehringer-ingelheim-pharma
MFR000959,LES LABORATORIES SERVIER INDUSTRIE,les-laboratories-servier-industrie
MFR000960,Atra Pharmaceuticals Limited,atra-pharmaceuticals-limited
MFR000961,CÔNG TY CỔ PHẦN DƯỢC PHÚC VINH,cong-ty-co-phan-duoc-phuc-vinh
MFR000962,SAVI PHARMACEUTICAL,savi-pharmaceutical
MFR000963,FARMAK JSC,farmak-jsc
MFR000964,UNITED INTERNATIONAL PHARMA,united-international-pharma
MFR000965,EFROZE CHEMICAL INDUSTRIES,efroze-chemical-industries
MFR000966,CÔNG TY CP DƯỢC PHẨM PHƯƠNG ĐÔNG,cong-ty-cp-duoc-pham-phuong-dong
MFR000967,CTY TNHH HASAN - DERMAPHARM,cty-tnhh-hasan-dermapharm
MFR000968,ATLANTIC PHARMA PRODUCOES FARMACEUTICAS S.A (FAB. ABRUNHEIRA),atlantic-pharma-producoes-farmaceuticas-sa-fab-abrunheira
MFR000969,CTY CP DƯỢC PHẨM SAVI,cty-cp-duoc-pham-savi
MFR000970,CÔNG TY CỔ PHẦN DƯỢC VACOPHARM,cong-ty-co-phan-duoc-vacopharm
MFR000971,CÔNG TY CP DƯỢC PHẨM SAVI,cong-ty-cp-duoc-pham-savi
MFR000972,CÔNG TY CP XUẤT NHẬP KHẨU Y TẾ DOMESCO,cong-ty-cp-xuat-nhap-khau-y-te-domesco
MFR000973,MERCK SHARP DOHME,merck-sharp-dohme
MFR000974,CÔNG TY CPDP ME DI SUN,cong-ty-cpdp-me-di-sun
MFR000975,CÔNG TY CPDP AMPHARCO USA,cong-ty-cpdp-ampharco-usa
MFR000976,SHIJIAZHUANG YILING,shijiazhuang-yiling
MFR000977,CTY CPDP HÀ TÂY,cty-cpdp-ha-tay
MFR000978,SQUARE PHARMACEUTICALS LTD,square-pharmaceuticals-ltd
MFR000979,CÔNG TY CỔ PHẦN S.P.M,cong-ty-co-phan-spm
MFR000980,CTY TNHH HASAN,cty-tnhh-hasan
MFR000981,CTY CP DP KHÁNH HÒA,cty-cp-dp-khanh-hoa
MFR000982,CTY CP XUẤT NHẬP KHẨU Y TẾ DOMESCO,cty-cp-xuat-nhap-khau-y-te-domesco
MFR000983,CTY CP DP SAVI,cty-cp-dp-savi
MFR000984,KOREA OTSUKA,korea-otsuka
MFR000985,CÔNG TY CP DP HÀ TÂY,cong-ty-cp-dp-ha-tay
MFR000986,ATLANTIC PHARMA,atlantic-pharma
MFR000987,ĐỨC VIỆT,duc-viet
MFR000988,CTY CP DP AN THIÊN,cty-cp-dp-an-thien
MFR000989,Laboratorios Lesvi S.L.,laboratorios-lesvi-sl
MFR000990,HASAN-DERMAPHARM,hasan-dermapharm
MFR000991,THEON PHARMACEUTICALS LIMITED - ẤN ĐỘ,theon-pharmaceuticals-limited-an-do
MFR000992,BALKANPHARMA HOLDING AD - BUN GA RI,balkanpharma-holding-ad-bun-ga-ri
MFR000993,KERN PHARMA S.L - TÂY BAN NHA,kern-pharma-sl-tay-ban-nha
MFR000994,"MEDLEY PHARMA., LTD - ẤN ĐỘ",medley-pharma-ltd-an-do
MFR000995,DƯỢC PHẨM AGIMEXPHARM - VIỆT NAM,duoc-pham-agimexpharm-viet-nam
MFR000996,GETZ PHARMA,getz-pharma
MFR000997,ITALFARMACO S.P.A,italfarmaco-spa
MFR000998,SAVIPHARM,savipharm
MFR000999,CÔNG TY CỔ PHẦN DƯỢC ENLIE,cong-ty-co-phan-duoc-enlie
MFR001000,AMPHARCO,ampharco
MFR001001,GEDEON RICHTER POLSKA,gedeon-richter-polska
MFR001002,CN CÔNG TY CPDP AGIMEXPHARM,cn-cong-ty-cpdp-agimexpharm
MFR001003,THEON,theon
MFR001004,CÔNG TY TNHH DP VELLPHARM VIỆT NAM,cong-ty-tnhh-dp-vellpharm-viet-nam
MFR001005,A.MENARINI MANUFACTURING LOGISTICS AND SERVICES S.R.I,amenarini-manufacturing-logistics-and-services-sri
MFR001006,SAVI PHARMA,savi-pharma
MFR001007,DR.REDDY,drreddy
MFR001008,Elpen Pharmaceutical,elpen-pharmaceutical
MFR001009,CÔNG TY CỔ PHẦN DƯỢC PHẨM 2/9,cong-ty-co-phan-duoc-pham-29
MFR001010,ONE PHARMA INDUSTRIAL PHARMACEUTICAL,one-pharma-industrial-pharmaceutical
MFR001011,CÔNG TY CỔ PHẦN DƯỢC VÀ VẬT TƯ Y TẾ BÌNH THUẬN,cong-ty-co-phan-duoc-va-vat-tu-y-te-binh-thuan
MFR001012,CÔNG TY CỔ PHẦN XUẤT NHẬP  KHẨU Y TẾ DOMESCO,cong-ty-co-phan-xuat-nhap-khau-y-te-domesco
MFR001013,CÔNG TY CỔ PHẦN ĐẠT VI PHÚ,cong-ty-co-phan-dat-vi-phu
MFR001014,CÔNG TY CỔ PHẦN DƯỢC PHẨM AMPHARCO,cong-ty-co-phan-duoc-pham-ampharco
MFR001015,CHI NHÁNH CÔNG TY CỔ PHẦN DƯỢC PHẨM PHONG PHÚ- NHÀ MÁY SẢN XUẤT DƯỢC PHẨM USARICHPHARM - VIỆT NAM,chi-nhanh-cong-ty-co-phan-duoc-pham-phong-phu-nha-may-san-xuat-duoc-pham-usarichpharm-viet-nam
MFR001016,APROGEN PHARMACEUTICALS,aprogen-pharmaceuticals
MFR001017,HK inno.N,hk-innon
MFR001018,TW2,tw2
MFR001019,DEVA HOLDING AS,deva-holding-as
MFR001020,S.C. Magistra C & C SRL,sc-magistra-c-and-c-srl
MFR001021,Actavis,actavis
MFR001022,CÔNG TY CỔ PHẦN DƯỢC PHẨM 3/2,cong-ty-co-phan-duoc-pham-32
MFR001023,Đông Nam,dong-nam
MFR001024,CHI NHÁNH RESANTIS VIỆT NAM - CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC SÀI GÒN,chi-nhanh-resantis-viet-nam-cong-ty-tnhh-mot-thanh-vien-duoc-sai-gon
MFR001025,Square,square
MFR001026,NICHE GENERICS LIMITED,niche-generics-limited
MFR001027,KALBE,kalbe
MFR001028,Polfarmex,polfarmex
MFR001029,ROUSSEL,roussel
MFR001030,CÔNG TY CP DƯỢC - TTBYT BÌNH ĐỊNH,cong-ty-cp-duoc-ttbyt-binh-dinh
MFR001031,CTY CP DƯỢC PHẨM AMPHARCO U.S.A,cty-cp-duoc-pham-ampharco-usa
MFR001032,CTY CP S.P.M,cty-cp-spm
MFR001033,RUSAN PHARMA LTD,rusan-pharma-ltd
MFR001034,CÔNG TY CỔ PHẦN DƯỢC PHẨM VĨNH PHÚC,cong-ty-co-phan-duoc-pham-vinh-phuc
MFR001035,CÔNG TY CỔ PHẦN KOREA UNITED PHARM,cong-ty-co-phan-korea-united-pharm
MFR001036,CÔNG TY CP DƯỢC PHẨM KHÁNH HÒA,cong-ty-cp-duoc-pham-khanh-hoa
MFR001037,CÔNG TY CP DƯỢC PHẨM TW3,cong-ty-cp-duoc-pham-tw3
MFR001038,CTY TNHH LIÊN DOANH HASAN,cty-tnhh-lien-doanh-hasan
MFR001039,REMEDICA,remedica
MFR001040,CÔNG TY CP XNK Y TEEA DOMESCO,cong-ty-cp-xnk-y-teea-domesco
MFR001041,S.P.M,spm
MFR001042,MICRO LABS,micro-labs
MFR001043,RPG LIFE,rpg-life
MFR001044,"KOREA DRUG CO., LTD",korea-drug-co-ltd
MFR001045,"AXON DRUGS PRIVATE., LTD - ẤN ĐỘ",axon-drugs-private-ltd-an-do
MFR001046,CTY CP DP TRÀ VINH,cty-cp-dp-tra-vinh
MFR001047,"KRKA, D. D., NOVO MESTO",krka-d-d-novo-mesto
MFR001048,SOPHARMA AD,sopharma-ad
MFR001049,Poli Medical Company Pte. Ltd,poli-medical-company-pte-ltd
MFR001050,"GLOBAL PHARM HEALTHCARE PVT., LTD - ẤN ĐỘ",global-pharm-healthcare-pvt-ltd-an-do
MFR001051,CÔNG TY CPDP MEDISUN,cong-ty-cpdp-medisun
MFR001052,Saneca Pharmaceuticals A.S,saneca-pharmaceuticals-as
MFR001053,Evertogen Life Sciences Limited,evertogen-life-sciences-limited
MFR001054,Novartis Pharmaceutical Manufacturing GmbH,novartis-pharmaceutical-manufacturing-gmbh
MFR001055,NADYPHAR,nadyphar
