product_code,registration_number,dosage_form_code,requires_prescription,shelf_life_months,temperature_condition,light_condition,humidity_condition
P004272,VD-17020-12,DF000069,false,36,,,
P004273,VD-28628-17,DF000026,false,36,,,
P004274,893100063100,DF000007,false,36,,,
P004275,VN-20500-17,DF000026,false,36,,,
P004276,893100144324,DF000007,false,36,,,
P004277,893110114500,DF000007,true,36,,,
P004278,VD-34849-20,DF000007,true,36,,,
P004279,VN2-496-16,DF000007,true,60,,,
P004280,800110029125,DF000026,true,60,,,
P004281,840110076423,DF000007,true,30,,,
P004282,893110810224,DF000007,true,36,,,
P004283,VD-16586-12,DF000069,true,36,,,
P004284,893110359925,DF000069,true,36,,,
P004285,893110005126,DF000007,true,36,,,
P004286,893110823824,DF000007,true,36,,,
P004287,840110021025,DF000089,true,36,,,
P004288,890100444425,DF000069,true,36,,,
P004289,VN2-496-16,DF000007,true,60,,,
P004290,800110016523,DF000089,true,60,,,
P004291,893110249100,DF000069,true,24,,,
P004292,893110272423,DF000026,true,24,,,
P004293,893110439324,DF000026,true,36,,,
P004294,VD-21815-14,DF000026,true,24,,,
P004295,893110669524,DF000033,true,36,,,
P004296,893110540824,DF000007,true,36,,,
P004297,893110922924,DF000026,true,36,,,
P004298,840110984024,DF000026,true,24,,,
P004299,893110803324,DF000026,true,36,,,
P004300,893110403724,DF000007,true,36,,,
P004301,893100482824,DF000026,false,36,,,
P004302,893110394123,DF000007,true,36,,,
P004303,893100253723,DF000007,false,36,,,
P004304,893110322123,DF000026,true,36,,,
P004305,VD-34963-21,DF000007,false,36,,,
P004306,893110287900,DF000006,true,24,,,
P004307,893100420123,DF000087,false,24,,,
P004308,893110334623,DF000026,true,36,,,
P004309,300114023725,DF000006,true,36,,,
P004310,VN-19790-16,DF000026,true,36,,,
P004311,VD-35142-21,DF000006,true,24,,,
P004312,VN-16665-13,DF000026,true,36,,,
P004313,893110175524,DF000050,true,36,,,
P004314,893100685224,DF000007,false,36,,,
P004315,893100148025,DF000007,false,36,,,
P004316,893110363323,DF000007,true,36,,,
P004317,893100377724,DF000026,false,36,,,
P004318,VN-18997-15,DF000087,true,36,,,
P004319,893110385223,DF000007,true,36,,,
P004320,893110287900,DF000006,true,24,,,
P004321,VD-19970-13,DF000026,false,36,,,
P004322,VD3-203-22,DF000007,true,36,,,
P004323,840110984024,DF000026,true,24,,,
P004324,VD-23751-15,DF000007,false,48,,,
P004325,VD-24922-16,DF000026,false,48,,,
P004326,893100410224,DF000026,false,36,,,
P004327,VN-18873-15,DF000069,true,60,,,
P004328,893100040623,DF000007,false,36,,,
P004329,893100273423,DF000026,false,36,,,
P004330,893110409424,DF000033,true,36,,,
P004331,VN-17222-13,DF000007,true,36,,,
P004332,893100218125,DF000029,false,24,,,
P004333,893110051323,DF000055,true,36,,,
P004334,893110680824,DF000055,true,24,,,
P004335,893110342524,DF000033,true,48,,,
P004336,893110506724,DF000026,true,36,,,
P004337,TCT-00205-24,DF000114,true,,,,
P004338,400110024723,DF000026,true,36,,,
P004339,890110447325,DF000026,true,24,,,
P004340,VN-18461-14,DF000026,true,36,,,
P004341,893100355023,DF000011,false,3,,,
P004342,893100203300,DF000011,false,36,,,
P004343,VD-34632-20,DF000016,false,36,,,
P004344,893100011600,DF000032,false,24,,,
P004345,890100021425,DF000011,false,36,,,
P004346,VN-20463-17,DF000032,false,60,,,
P004347,893100900624,DF000032,false,36,,,
P004348,540100991324,DF000011,false,36,,,
P004349,893100691624,DF000032,false,24,,,
P004350,893100927724,DF000043,false,36,,,
P004351,893100345023,DF000005,false,36,,,
P004352,529100790424,DF000032,false,60,,,
P004353,400100016725,DF000008,false,36,,,
P004354,893100374624,DF000011,false,24,,,
P004355,893100932524,DF000015,false,36,,,
P004356,893100593124,DF000032,false,36,,,
P004357,VD-15400-11,DF000032,false,36,,,
P004358,893100593124,DF000032,false,24,,,
P004359,VD-15400-11,DF000032,false,36,,,
P004360,893100220724,DF000004,false,24,,,
P004361,893100696124,DF000011,false,24,,,
P004362,500100028323,DF000016,false,24,,,
P004363,893100075500,DF000027,false,36,,,
P004364,VN-23121-22,DF000008,false,24,,,
P004365,890100002524,DF000011,false,36,,,
P004366,529100790424,DF000032,false,60,,,
P004367,VN-9521-10,DF000011,false,36,,,
P004368,400100354725,DF000011,false,36,,,
P004369,893100336723,DF000011,false,36,,,
P004370,893100168825,DF000013,false,36,,,
P004371,893100621324,DF000015,false,36,,,
P004372,893100630624,DF000004,false,24,,,
P004373,885100794524,DF000004,false,24,,,
P004374,893100627924,DF000048,false,24,,,
P004375,893100828624,DF000032,false,36,,,
P004376,890100073623,DF000027,false,24,,,
P004377,893100262200,DF000032,false,36,,,
P004378,893100419724,DF000043,false,36,,,
P004379,880100989824,DF000027,false,24,,,
P004380,893100023400,DF000027,false,36,,,
P004381,893100509524,DF000013,false,36,,,
P004382,880100792824,DF000011,false,36,,,
P004383,893100345023,DF000005,false,36,,,
P004384,893100316700,DF000013,false,24,,,
P004385,893100904224,DF000011,false,36,,,
P004386,300100046125,DF000025,false,36,,,
P004387,529100078923,DF000024,false,36,,,
P004388,893100095024,DF000016,false,24,,,
P004389,890100041325,DF000011,false,36,,,
P004390,893100299300,DF000032,false,24,,,
P004391,893100315600,DF000027,false,36,,,
P004392,893100205124,DF000024,false,24,,,
P004393,540100991324,DF000011,false,36,,,
P004394,893100041923,DF000032,false,24,,,
P004395,560100959924,DF000004,false,48,,,
P004396,560100960024,DF000004,false,36,,,
P004397,880100989824,DF000027,false,24,,,
P004398,VN-22838-21,DF000016,false,36,,,
P004399,893100825424,DF000011,false,36,,,
P004400,893100129925,DF000011,false,48,,,
P004401,VD-34775-20,DF000027,false,24,,,
P004402,VD-18694-13,DF000011,false,24,,,
P004403,VD-35422-21,DF000011,false,36,,,
P004404,893100266800,DF000027,false,30,,,
P004405,560100021125,DF000032,false,24,,,
P004406,893100274323,DF000015,false,36,,,
P004407,893100209600,DF000013,false,36,,,
P004408,893100341323,DF000011,false,36,,,
P004409,893100927624,DF000032,false,36,,,
P004410,893100593024,DF000011,false,24,,,
P004411,893100194024,DF000115,false,24,,,
P004412,893100222724,DF000115,false,24,,,
P004413,VN-18316-14,DF000011,false,36,,,
P004414,893100336823,DF000008,false,36,,,
P004415,VN-15377-12,DF000008,false,24,,,
P004416,300100046125,DF000025,false,36,,,
P004417,VD - 15054 - 11,DF000013,false,24,,,
P004418,529100790524,DF000027,false,36,,,
P004419,893100493625,DF000032,false,24,,,
P004420,V43-H12-16,DF000114,false,36,,,
P004421,VD-18547-13,DF000011,false,36,,,
P004422,VN-5127-10,DF000011,false,36,,,
P004423,893100913824,DF000004,false,24,,,
P004424,885100027225,DF000011,false,36,,,
P004425,893100255600,DF000011,false,24,,,
P004426,VD-19281-13,DF000011,false,48,,,
P004427,893100094524,DF000011,false,36,,,
P004428,VD-16479-12,DF000015,false,48,,,
P004429,590100017924,DF000008,false,24,,,
P004430,890100423423,DF000116,false,36,,,
P004431,893100208700,DF000011,false,36,,,
P004432,890100075923,DF000027,false,18,,,
P004433,880100792924,DF000011,false,24,,,
P004434,893100067600,DF000025,false,24,,,
P004435,VN-21107-18,DF000011,false,36,,,
P004436,893100167825,DF000032,false,36,,,
P004437,893100221625,DF000015,false,24,,,
P004438,893100238300,DF000032,false,24,,,
P004439,893110199024,DF000013,true,36,,,
P004440,893110654524,DF000008,true,36,,,
P004441,893110100724,DF000015,true,24,,,
P004442,893110139025,DF000116,true,36,,,
P004443,893115260700,DF000013,true,24,,,
P004444,893110718124,DF000016,true,24,,,
P004445,539110339425,DF000008,true,24,,,
P004446,893110551924,DF000016,true,24,,,
P004447,893110108523,DF000016,true,24,,,
P004448,VN-17420-13,DF000016,true,36,,,
P004449,VN-11966-11,DF000027,true,24,,,
P004450,893110217600,DF000063,true,36,,,
P004451,VN-17797-14,DF000015,true,36,,,
P004452,893110360425,DF000016,true,24,,,
P004453,890110443123,DF000008,true,24,,,
P004454,893110636224,DF000011,true,24,,,
P004455,893110396823,DF000013,true,36,,,
P004456,893110396823,DF000013,true,36,,,
P004457,VD-20089-13,DF000013,true,36,,,
P004458,539110034823,DF000011,true,36,,,
P004459,539110043025,DF000011,true,3,,,
P004460,539110417123,DF000011,true,3,,,
P004461,890110007100,DF000011,true,36,,,
P004462,590110029726,DF000027,true,36,,,
P004463,VD-23251-15,DF000027,true,24,,,
P004464,VN-20354-17,DF000027,true,24,,,
P004465,VN-19324-15,DF000011,true,36,,,
P004466,529110344825,DF000117,true,36,,,
P004467,893110310423,DF000027,true,24,,,
P004468,893110274300,DF000043,true,36,,,
P004469,893110343823,DF000011,true,48,,,
P004470,893110464124,DF000011,true,36,,,
P004471,VN-19652-16,DF000011,true,36,,,
P004472,VD-23259-15,DF000015,true,24,,,
P004473,893105875024,DF000008,false,36,,,
P004474,893100051824,DF000011,true,60,,,
P004475,893110016700,DF000013,true,36,,,
P004476,300110126723,DF000015,true,18,,,
P004477,893110204624,DF000032,true,60,,,
P004478,893110316424,DF000008,true,36,,,
P004479,531110404223,DF000027,true,36,,,
P004480,531110007624,DF000011,true,36,,,
P004481,893110341700,DF000016,true,24,,,
P004482,VD-35641-22,DF000008,true,36,,,
P004483,893110073800,DF000008,true,36,,,
P004484,893110018300,DF000063,true,24,,,
P004485,893110068500,DF000027,true,36,,,
P004486,VN-11967-11,DF000027,true,24,,,
P004487,893110621024,DF000011,true,36,,,
P004488,893110286800,DF000016,true,36,,,
P004489,893110200725,DF000011,true,48,,,
P004490,300110356825,DF000015,true,24,,,
P004491,VD-19219-13,DF000011,true,36,,,
P004492,893110201325,DF000011,true,24,,,
P004493,890110452225,DF000015,true,36,,,
P004494,893110293900,DF000027,true,36,,,
P004495,VD-23878-15,DF000027,true,36,,,
P004496,893110342823,DF000011,true,36,,,
P004497,893110441524,DF000008,true,36,,,
P004498,893110165425,DF000013,true,36,,,
P004499,VD-24492-16,DF000013,true,24,,,
P004500,893110205325,DF000016,true,36,,,
P004501,893100086924,DF000016,true,36,,,
P004502,893110106224,DF000015,true,24,,,
P004503,893110035800,DF000013,true,36,,,
P004504,893110687424,DF000013,true,36,,,
P004505,893110316624,DF000033,true,36,,,
P004506,893110064524,DF000027,true,36,,,
P004507,893110162124,DF000027,true,36,,,
P004508,893110228324,DF000027,true,36,,,
P004509,VD-15974-11,DF000013,true,3,,,
P004510,893110210500,DF000013,true,36,,,
P004511,893110916924,DF000063,true,36,,,
P004512,VD-20168-13,DF000027,true,3,,,
P004513,893110400424,DF000016,true,36,,,
P004514,893110316424,DF000008,true,36,,,
P004515,893110385524,DF000027,true,3,,,
P004516,880110004200,DF000008,true,36,,,
P004517,893100435624,DF000011,true,36,,,
P004518,893110469824,DF000008,true,36,,,
P004519,893100218000,DF000011,true,36,,,
P004520,VD-23198-15,DF000011,true,36,,,
P004521,893110217800,DF000027,true,36,,,
P004522,893110802324,DF000013,true,36,,,
P004523,893110620924,DF000013,true,36,,,
P004524,VD-23263-15,DF000027,true,24,,,
P004525,VN-19212-13,DF000063,true,36,,,
P004526,893110203825,DF000027,true,36,,,
P004527,VN-17356-13,DF000027,true,24,,,
P004528,893110202300,DF000027,true,36,,,
P004529,890110029023,DF000027,true,24,,,
P004530,540110443125,DF000008,true,36,,,
P004531,893110286800,DF000016,true,36,,,
P004532,VN-16360-13,DF000013,true,36,,,
P004533,VN-17797-14,DF000015,true,36,,,
P004534,893110130425,DF000011,true,36,,,
P004535,VD-20386-13,DF000015,true,36,,,
P004536,VD-35768-22,DF000008,true,36,,,
P004537,VD-19111-13,DF000011,true,36,,,
P004538,893110279000,DF000013,true,36,,,
P004539,VD-21074-14,DF000011,true,36,,,
P004540,890110026425,DF000008,true,36,,,
P004541,VN-22530-20,DF000011,true,36,,,
P004542,893110169325,DF000118,true,36,,,
P004543,893110108623,DF000011,true,36,,,
P004544,893110299724,DF000008,true,36,,,
P004545,893110838624,DF000011,true,36,,,
P004546,893110335124,DF000008,true,36,,,
P004547,VD-22355-15,DF000027,true,36,,,
P004548,VD-15878-11,DF000013,true,24,,,
P004549,VN-15405-12,DF000011,true,36,,,
P004550,893110032600,DF000027,true,24,,,
P004551,893110596624,DF000013,true,36,,,
P004552,VD-18544-13,DF000011,true,36,,,
P004553,893110041223,DF000008,true,24,,,
P004554,893110161824,DF000027,true,36,,,
P004555,893110111923,DF000027,true,36,,,
P004556,893110268700,DF000011,true,36,,,
P004557,893110286600,DF000027,true,36,,,
P004558,893110334524,DF000011,true,36,,,
P004559,893110267823,DF000013,true,36,,,
P004560,893110679724,DF000015,true,24,,,
P004561,VNA-1122-03,DF000027,true,36,,,
P004562,893100303223,DF000027,true,24,,,
P004563,955110992724,DF000013,true,36,,,
P004564,893110864124,DF000013,true,24,,,
P004565,893110708524,DF000032,true,36,,,
P004566,893110404424,DF000011,true,36,,,
P004567,893110217700,DF000027,true,36,,,
P004568,893110295000,DF000027,true,36,,,
P004569,893110232700,DF000013,true,36,,,
P004570,893110126625,DF000011,true,36,,,
P004571,868110789024,DF000016,true,24,,,
P004572,893110316524,DF000033,true,36,,,
P004573,VN-22483-19,DF000015,true,36,,,
P004574,VD-21327-14,DF000012,true,36,,,
P004575,VN-18315-14,DF000015,true,18,,,
P004576,VN-14207-11,DF000027,true,24,,,
P004577,VN-18371-14,DF000063,true,24,,,
P004578,VN-17100-13,DF000063,true,24,,,
P004579,893110080100,DF000013,true,24,,,
P004580,893110875224,DF000013,true,36,,,
P004581,VN-17679-14,DF000011,true,24,,,
P004582,VN-16670-13,DF000016,true,24,,,
P004583,893110223100,DF000008,true,36,,,
P004584,893115565024,DF000013,true,24,,,
P004585,893110887624,DF000063,true,36,,,
P004586,893110286600,DF000027,true,36,,,
P004587,VN-21670-19,DF000027,true,24,,,
P004588,893110894424,DF000027,true,36,,,
P004589,893110035900,DF000011,true,36,,,
P004590,893110255400,DF000008,true,3,,,
P004591,893110284723,DF000008,true,24,,,
P004592,893110665124,DF000063,true,36,,,
P004593,VN-22748-21,DF000011,true,24,,,
P004594,VD-23370-15,DF000016,true,36,,,
P004595,893110482124,DF000063,true,36,,,
P004596,893110665024,DF000063,true,36,,,
P004597,VD-27462-17,DF000013,true,24,,,
P004598,VN-17907-14,DF000011,true,36,,,
P004599,VN-18320-14,DF000027,true,18,,,
P004600,890110084523,DF000027,true,18,,,
P004601,893110541524,DF000027,true,36,,,
P004602,890110028923,DF000011,true,24,,,
P004603,893110875224,DF000013,true,36,,,
P004604,890100125824,DF000027,true,24,,,
P004605,VN-13173-11,DF000013,true,36,,,
P004606,VN-17045-13,DF000013,true,48,,,
P004607,VN-13176-11,DF000011,true,36,,,
P004608,VN-15465-12,DF000015,true,36,,,
P004609,VN-12166-11,DF000027,true,24,,,
P004610,VD-21120-14,DF000013,true,36,,,
P004611,VD-23558-15,DF000016,true,36,,,
P004612,885100794524,DF000015,false,,,,
P004613,VN-13172-11,DF000116,true,36,,,
P004614,880100080623,DF000027,true,36,,,
P004615,VD-23369-15,DF000013,true,36,,,
P004616,890110796424,DF000004,true,24,,,
P004617,VD-11772-10,DF000011,true,36,,,
P004618,VD-20322-13,DF000011,true,36,,,
P004619,VN-19965-16,DF000011,true,24,,,
P004620,VD-23368-15,DF000013,true,36,,,
P004621,VD-31793-19,DF000032,true,36,,,
P004622,VD-21157-14,DF000016,true,36,,,
P004623,893110333824,DF000027,true,24,,,
P004624,VS-4939-16,DF000032,true,36,,,
P004625,VD-16577-12,DF000040,true,36,,,
P004626,893110322124,DF000027,true,36,,,
P004627,890110450525,DF000027,true,24,,,
P004628,893110540024,DF000063,true,36,,,
P004629,893110660224,DF000015,true,36,,,
P004630,893110200200,DF000013,true,24,,,
P004631,VD-12727-10,DF000013,true,24,,,
P004632,VN-15909-12,DF000013,true,24,,,
P004633,VNS-0435-06,DF000032,true,36,,,
P004634,VS-4942-16,DF000004,true,24,,,
P004635,VN-19571-16,DF000016,true,36,,,
P004636,VD-16325-12,DF000027,true,36,,,
P004637,VD-20117-13,DF000013,true,18,,,
P004638,500110787924,DF000011,true,24,,,
P004639,VD-16526-12,DF000013,true,24,,,
P004640,VN-11117-10,DF000008,true,36,,,
P004641,893115260700,DF000013,true,24,,,
P004642,VNS-3368-05,DF000004,true,36,,,
P004643,890110041725,DF000015,true,36,,,
P004644,VN-19720-16,DF000016,true,36,,,
P004645,893100221825,DF000004,false,24,,,
P004646,893115273500,DF000032,true,,,,
P004647,VS-4854-12,DF000004,false,,,,
P004648,VNS-1642-06,DF000004,true,36,,,
P004649,893110041223,DF000015,true,24,,,
P004650,VD-23259-15,DF000015,false,24,,,
P004651,VN-14216-11,DF000013,true,24,,,
P004652,VD-22802-15,DF000015,true,36,,,
P004653,893110214024,DF000027,true,30,,,
P004654,300110126723,DF000008,true,18,,,
P004655,VD-32106-19	,DF000004,true,24,,,
P004656,VD-8379-09,DF000027,true,24,,,
P004657,VS-4939-16,DF000032,true,36,,,
P004658,VN-18310-14,DF000013,true,36,,,
P004659,893110115024,DF000013,true,24,,,
P004660,VD-10551-10,DF000027,true,36,,,
P004661,893110627124,DF000027,true,36,,,
P004662,893100020300,DF000119,false,36,,,
P004663,893100307700,DF000009,false,60,,,
P004664,893100636024,DF000012,false,60,,,
P004665,893100636024,DF000012,false,60,,,
P004666,893100097523,DF000004,false,36,,,
P004667,893100072900,DF000009,false,36,,,
P004668,499100185800,DF000120,false,36,,,
P004669,893100459424,DF000019,false,36,,,
P004670,893100912524,DF000019,false,36,,,
P004671,893100344024,DF000015,false,48,,,
P004672,893100706624,DF000004,false,36,,,
P004673,VD-30061-18,DF000004,false,36,,,
P004674,VD-20357-13,DF000009,false,30,,,
P004675,VN-16705-13,DF000019,false,36,,,
P004676,VD-30061-18,DF000004,false,36,,,
P004677,VN-19095-15,DF000019,false,36,,,
P004678,885100005600,DF000004,false,60,,,
P004679,885100005600,DF000004,false,60,,,
P004680,893100105223,DF000019,false,36,,,
P004681,893100072900,DF000009,false,24,,,
P004682,893100105223,DF000120,false,3,,,
P004683,893100307800,DF000012,false,60,,,
P004684,888100021224,DF000004,false,60,,,
P004685,VN-15921-12,DF000027,false,47,,,
P004686,CN-1-21,DF000016,false,36,,,
P004687,VN-19971-16,DF000019,false,48,,,
P004688,VN-19971-16,DF000019,false,48,,,
P004689,893100860824,DF000004,false,36,,,
P004690,893100912524,DF000019,false,36,,,
P004691,VD-12885-10,DF000004,false,36,,,
P004692,VN-16996-13,DF000004,false,36,,,
P004693,880100021824,DF000120,false,36,,,
P004694,893100097523,DF000004,false,36,,,
P004695,VD-12885-10,DF000004,false,36,,,
P004696,VN-19073-15,DF000009,false,60,,,
P004697,888100021224,DF000004,false,60,,,
P004698,888100021224,DF000004,false,60,,,
P004699,893100506524,DF000004,false,24,,,
P004700,VN-15922-12,DF000027,false,47,,,
P004701,VN-22409-19,DF000027,false,47,,,
P004702,VN-22408-19,DF000009,false,47,,,
P004703,VN-21768-19,DF000121,false,36,,,
P004704,893100072900,DF000009,false,24,,,
P004705,888100444323,DF000019,false,36,,,
P004706,893100105223,DF000120,false,3,,,
P004707,888100076123,DF000004,false,60,,,
P004708,VN-19073-15,DF000009,false,60,,,
P004709,888100076123,DF000004,false,60,,,
P004710,893100706324,DF000009,false,60,,,
P004711,888100021224,DF000004,false,60,,,
P004712,VN-20951-18,DF000009,false,60,,,
P004713,893100219524,DF000120,false,36,,,
P004714,V26-H12-16,DF000120,false,36,,,
P004715,893100169425,DF000012,false,36,,,
P004716,V1599-H12-10,DF000004,false,36,,,
P004717,GC-0101-10,DF000004,false,24,,,
P004718,893110307200,DF000004,true,24,,,
P004719,TCT-00191-24,DF000033,false,36,,,
P004720,TCT-00024-20,DF000026,false,36,,,
P004721,893100351723,DF000063,false,24,,,
P004722,893100151525,DF000034,false,36,,,
P004723,800100014724,DF000007,false,24,,,
P004724,VN-14800-12,DF000034,false,60,,,
P004725,VD-21526-14,DF000122,false,36,,,
P004726,930100988724,DF000026,false,36,,,
P004727,VN-11750-11,DF000063,false,36,,,
P004728,TCT-00127-23,DF000066,false,24,,,
P004729,VD-20539-14,DF000007,false,36,,,
P004730,930100785624,DF000033,false,36,,,
P004731,893100172125,DF000006,false,18,,,
P004732,893100172125,DF000004,false,18,,,
P004733,VD-15319-11,DF000026,false,24,,,
P004734,930100782724,DF000063,false,36,,,
P004735,VN-18433-14,DF000033,false,36,,,
P004736,VD-15514-11,DF000026,false,24,,,
P004737,893100095424,DF000122,false,36,,,
P004738,893100362723,DF000122,false,36,,,
P004739,TCT-00106-23,DF000033,false,36,,,
P004740,VN-23069-22,DF000026,false,36,,,
P004741,893100260500,DF000063,false,36,,,
P004742,VN-22561-20,DF000006,false,36,,,
P004743,893100275200,DF000123,false,24,,,
P004744,VN-22780-21,DF000033,false,36,,,
P004745,893100276400,DF000056,false,36,,,
P004746,VD-17817-12,DF000066,false,36,,,
P004747,539100008925,DF000033,false,60,,,
P004748,VN-12271-11,DF000026,false,36,,,
P004749,VN-13000-11,DF000033,false,36,,,
P004750,930100173400,DF000034,false,24,,,
P004751,VD-24476-16,DF000066,false,36,,,
P004752,893100421524,DF000006,false,24,,,
P004753,893100421524,DF000006,false,24,,,
P004754,VD-22660-15,DF000123,false,24,,,
P004755,VD-21556-14,DF000123,false,36,,,
P004756,893100345823,DF000006,false,24,,,
P004757,VD-33981-19,DF000026,false,24,,,
P004758,VN-19133-15,DF000033,false,36,,,
P004759,VN-20172-16,DF000026,false,36,,,
P004760,893100414524,DF000006,false,24,,,
P004761,880100007900,DF000063,false,36,,,
P004762,893100413224,DF000006,false,36,,,
P004763,VD-25448-16,DF000066,false,36,,,
P004764,893100070300,DF000026,false,3,,,
P004765,893100341224,DF000007,false,36,,,
P004766,VD-16176-11,DF000033,false,24,,,
P004767,893100703124,DF000026,false,36,,,
P004768,VD-12227-10,DF000034,false,36,,,
P004769,893100716324,DF000033,false,36,,,
P004770,893100853224,DF000087,false,24,,,
P004771,893100390124,DF000026,false,36,,,
P004772,590100791024,DF000069,false,3,,,
P004773,VD-33981-19,DF000026,false,24,,,
P004774,VN-15842-12,DF000033,false,36,,,
P004775,893100274000,DF000026,false,36,,,
P004776,893100309824,DF000005,false,36,,,
P004777,590100348725,DF000069,false,36,,,
P004778,VD-18573-13,DF000043,false,24,,,
P004779,VD-22880-15,DF000006,false,24,,,
P004780,893100705024,DF000049,false,36,,,
P004781,893110096523,DF000026,true,24,,,
P004782,QLÐB-624-17,DF000026,true,36,,,
P004783,QLÐB-738-18,DF000026,true,24,,,
P004784,893110288023,DF000007,true,36,,,
P004785,QLĐB-625-17,DF000026,true,36,,,
P004786,893110288023,DF000026,true,36,,,
P004787,300210726524,DF000033,true,36,,,
P004788,VN-19253-15,DF000007,true,18,,,
P004789,840110031123,DF000007,true,18,,,
P004790,300110182725,DF000026,true,24,,,
P004791,VD-26206-17,DF000063,true,36,,,
P004792,VN-19072-15,DF000051,true,36,,,
P004793,VN-10082-10,DF000007,true,60,,,
P004794,VD-13112-10,DF000007,true,36,,,
P004795,896110345125,DF000007,true,36,,,
P004796,840110012324,DF000026,true,36,,,
P004797,VD-35792-22,DF000026,true,36,,,
P004798,893115214825,DF000007,true,48,,,
P004799,890110186525,DF000026,true,30,,,
P004800,VN-19158-15,DF000026,true,36,,,
P004801,893115088224,DF000007,true,36,,,
P004802,778110416725,DF000036,true,36,,,
P004803,VN-9829-10,DF000007,true,60,,,
P004804,VN-18020-14,DF000063,true,,,,
P004805,893110107023,DF000026,true,36,,,
P004806,893110106823,DF000007,true,24,,,
P004807,893110277223,DF000007,true,36,,,
P004808,VN-22757-21,DF000006,true,24,,,
P004809,893110224100,DF000026,true,36,,,
P004810,893110180924,DF000007,true,36,,,
P004811,893110371523,DF000026,true,36,,,
P004812,893110434524,DF000007,true,36,,,
P004813,VD-24709-16,DF000007,true,3,,,
P004814,893110145424,DF000007,true,36,,,
P004815,893110144624,DF000026,true,36,,,
P004816,893110317900,DF000069,true,36,,,
P004817,894110335225,DF000088,true,24,,,
P004818,893110226500,DF000026,true,36,,,
P004819,893110206600,DF000007,true,36,,,
P004820,893110103623,DF000026,true,36,,,
P004821,893100420624,DF000006,true,24,,,
P004822,890110135024,DF000026,true,24,,,
P004823,893110340023,DF000063,true,36,,,
P004824,893110663724,DF000026,true,36,,,
P004825,VN-19124-15,DF000033,true,36,,,
P004826,599110013124,DF000026,true,48,,,
P004827,893110058000,DF000026,true,36,,,
P004828,893110020500,DF000026,true,36,,,
P004829,893115193124,DF000007,true,24,,,
P004830,893110806324,DF000007,true,36,,,
P004831,VN-21853-19,DF000007,true,36,,,
P004832,VD-21351-14,DF000026,true,36,,,
P004833,893110488124,DF000026,true,36,,,
P004834,VN-19122-15,DF000063,true,24,,,
P004835,VN-18196-14,DF000026,true,36,,,
P004836,529110073123,DF000007,true,60,,,
P004837,893110063024,DF000026,true,36,,,
P004838,893110028700,DF000007,true,36,,,
P004839,VD-26547-17,DF000007,true,36,,,
P004840,893110389723,DF000026,true,24,,,
P004841,893110473724,DF000051,true,36,,,
P004842,893110126225,DF000026,true,36,,,
P004843,893110046000,DF000007,true,36,,,
P004844,893110838124,DF000026,true,36,,,
P004845,520110416125,DF000026,true,60,,,
P004846,893110049523,DF000026,true,24,,,
P004847,893110477824,DF000007,true,36,,,
P004848,893110270223,DF000026,true,36,,,
P004849,893115430624,DF000007,true,24,,,
P004850,893110417324,DF000123,true,36,,,
P004851,VN-21626-18,DF000007,true,3,,,
P004852,930110964424,DF000063,true,36,,,
P004853,890110776724,DF000026,true,24,,,
P004854,VD-35017-21,DF000007,true,36,,,
P004855,VD-24277-16,DF000026,true,36,,,
P004856,893110612924,DF000026,true,36,,,
P004857,893100067400,DF000063,true,3,,,
P004858,893110050124,DF000033,true,24,,,
P004859,893110392523,DF000026,true,36,,,
P004860,880110340725,DF000051,true,36,,,
P004861,VN-16252-13,DF000033,true,36,,,
P004862,754110018424,DF000007,true,48,,,
P004863,VN-17766-14,DF000050,true,60,,,
P004864,VN-22260-19,DF000007,true,36,,,
P004865,893110382924,DF000007,true,24,,,
P004866,893110289800,DF000026,true,36,,,
P004867,893110322823,DF000007,true,36,,,
P004868,893110107523,DF000026,true,36,,,
P004869,893110683624,DF000033,true,36,,,
P004870,VN-13288-11,DF000051,true,36,,,
P004871,893110264100,DF000026,true,36,,,
P004872,893110816024,DF000026,true,36,,,
P004873,893110323723,DF000026,true,36,,,
P004874,VD-27323-17,DF000006,false,36,,,
P004875,VD-15280-11,DF000026,true,36,,,
P004876,471110009725,DF000051,true,36,,,
P004877,893110918424,DF000007,true,36,,,
P004878,VD-13112-10,DF000007,true,36,,,
P004879,VD-13302-10,DF000033,true,36,,,
P004880,V1431-H12-10,DF000033,true,36,,,
P004881,890110446723,DF000026,true,36,,,
P004882,880110006723,DF000050,true,36,,,
P004883,VN-19870-16,DF000007,true,36,,,
P004884,893110185624,DF000026,true,36,,,
P004885,893110883924,DF000007,true,36,,,
P004886,VN-14167-11,DF000063,true,36,,,
P004887,VN-20203-16,DF000059,true,36,,,
P004888,893110807724,DF000007,true,36,,,
P004889,893110430524,DF000026,true,36,,,
P004890,VN-22201-19,DF000007,true,36,,,
P004891,893110336924,DF000026,true,36,,,
P004892,893110618524,DF000033,true,36,,,
P004893,893110109323,DF000026,true,36,,,
P004894,TCT-00169-24,DF000033,true,36,,,
P004895,VD-34730-20,DF000026,true,36,,,
P004896,VD-34410-20,DF000026,true,36,,,
P004897,893110106823,DF000007,true,24,,,
P004898,893110101324,DF000026,true,36,,,
P004899,VN-19253-15,DF000007,true,18,,,
P004900,840110031123,DF000007,true,18,,,
P004901,VN-15177-12,DF000051,true,36,,,
P004902,VD-13779-11,DF000051,true,36,,,
P004903,VN-18395-14,DF000123,false,24,,,
